Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar
105.781,5.74,145,0.89,2.53,1.18,949.881378047866,3205.364131778607,655.9152808988764,1.8968249711399063
175.069,6.29,131,0.68,3.79,0.82,4735.31068417955,3183.872116095893,759.3141176470588,1.6994908253088057
177.617,6.35,172,0.67,2.71,1.12,5130.835557836665,3136.1971499218644,721.7859701492537,2.3046070818879105
130.188,6.46,388,0.73,3.85,0.83,3013.493453116343,3037.5999700692914,745.4780821917808,6.614170923355022
125.201,6.38,367,0.98,3.09,0.53,2613.711421814833,3110.4373658054037,660.685306122449,6.12456685621213
162.289,6.31,195,0.88,3.67,0.86,4140.340199109297,3168.6250133556396,701.2781818181818,2.678421446827955
113.963,5.87,318,1.28,2.03,0.54,1304.7114832765565,3275.3263877051945,582.14,5.036601864832311
109.11,5.93,190,0.61,3.26,0.63,1283.8636871293968,3292.775028581624,766.1750819672131,2.595175410317714
137.903,6.41,211,1.34,2.15,0.63,3249.4427844214165,3083.697331811769,581.1029850746269,2.9519616310211707
163.539,5.62,328,1.26,3.47,1.07,1901.0279890924382,3110.4373658054033,638.844126984127,5.252266120494517
158.727,6.14,138,0.76,3.99,0.85,3390.9835362813033,3271.448115739806,742.1463157894736,1.7969063497415687
152.86,5.7,166,0.86,2.49,0.6,1874.5231149117574,3176.335575687742,660.666511627907,2.2110083109090968
111.119,6.41,179,0.85,3.11,0.43,2109.7845853628737,3083.697331811769,686.4152941176471,2.415885424549182
136.536,6.07,295,0.69,3.69,0.7,2340.0601213620735,3292.775028581624,752.1040579710145,4.55343311280697
100.675,6.02,348,0.71,2.41,1.12,1207.532654120111,3299.4080185284815,696.9321126760564,5.6934846567598525
153.246,6.27,266,0.64,3.04,1.13,3565.156980794031,3198.393559597096,745.52,3.970662968367859
98.89,6.32,358,1.22,3.1,0.8,1550.5623893529382,3160.748038493699,628.9475409836066,5.918942302700777
154.237,5.31,194,1.26,3.04,0.61,912.0238488207931,2831.3749866443604,622.504126984127,2.6616858606189755
80.281,6.28,302,1.08,2.85,0.63,987.082845593019,3191.2271969246067,636.4481481481482,4.698560362791037
136.802,5.82,390,1.0,3.54,0.46,1766.6598696224446,3253.298377650605,674.52,6.661506309337028
153.897,5.34,299,1.39,2.92,0.54,978.0476705795976,2855.473897769485,606.0679136690648,4.636154658617108
65.981,6.66,126,1.25,3.41,0.57,897.4131758623092,2855.4738977694856,637.58,1.63147719376044
82.191,6.21,132,1.06,3.74,0.89,971.4516778104562,3237.0465037127074,673.0633962264151,1.7132516309488317
97.553,6.72,345,1.18,2.96,0.92,2044.375575977929,2808.7728030753933,628.0732203389831,5.626472471397852
82.856,6.43,299,0.76,2.84,0.72,1192.0092884327994,3065.442972418963,698.4463157894736,4.636154658617108
100.693,5.99,309,0.71,2.86,0.41,1169.492490790354,3299.8519681097196,714.0321126760564,4.845379449484245
176.866,5.95,135,0.81,2.0,0.84,3451.3080758167803,3296.3065021785415,653.5308641975308,1.7548466041712032
125.121,5.62,140,1.18,2.8,0.53,1112.7721528639852,3110.4373658054033,621.9932203389831,1.8252018714143141
131.427,5.34,388,1.21,2.8,0.51,713.2945477846471,2855.473897769485,618.6314049586776,6.614170923355022
132.949,6.55,301,1.04,2.41,0.72,3365.948297641899,2953.069660487931,625.4261538461539,4.677723858753711
158.361,6.63,184,1.21,3.51,1.13,5061.400632723114,2880.855632809566,645.6114049586777,2.496717947032079
64.077,6.86,347,0.85,2.53,0.59,966.5393831934806,2728.551884260194,664.3752941176471,5.671115036430731
155.556,6.75,341,0.86,2.99,0.66,5304.0346954941815,2787.867965644036,679.666511627907,5.53757535328257
126.432,6.17,137,1.25,2.71,1.07,2214.3108121716186,3258.222608101183,610.98,1.782835110214871
127.974,6.12,191,0.75,3.0,1.2,2161.6104297724264,3278.9329457664753,707.3333333333334,2.6117380140538264
170.746,5.87,291,0.68,2.17,1.1,2928.787182154939,3275.3263877051945,697.7541176470588,4.471270507029205
160.681,5.92,242,1.04,3.64,1.12,2752.3287624269174,3290.5749483385894,672.1661538461537,3.5117092024297434
144.91,6.94,210,0.89,2.44,0.87,5194.245181824048,2705.313824781393,652.4952808988764,2.9345512933598257
148.267,5.59,343,0.96,3.41,1.17,1488.648096695785,3083.6973318117684,676.2466666666667,5.581959118292866
129.748,6.25,371,1.08,3.05,0.95,2510.542481263957,3212.132034355964,644.0481481481481,6.216771732367841
130.61,5.98,237,0.81,3.41,1.02,1946.1992271227193,3299.4080185284815,707.1108641975309,3.418854898757388
114.066,6.63,297,1.25,2.07,0.91,2625.951305453093,2880.855632809566,586.66,4.5947242544523075
159.685,6.53,206,1.32,3.66,0.62,4783.832959487794,2971.7675060044453,640.2921212121213,2.865324975558327
111.997,6.45,122,1.34,2.91,0.91,2212.7366747451874,3046.930339512069,609.9829850746269,1.5780272352774767
87.06,6.13,135,0.64,2.92,0.82,1010.2579721772586,3275.3263877051945,740.96,1.7548466041712032
176.52,5.94,249,0.6,3.07,1.12,3399.0063163737077,3294.686175218607,763.3266666666666,3.6433229805414524
93.382,6.53,217,0.84,3.47,0.88,1635.9653602240605,2971.7675060044453,702.3361904761905,3.0572876881571225
140.986,6.63,358,0.77,3.81,1.09,4011.6794348748726,2880.855632809566,732.5722077922078,5.918942302700777
167.711,6.29,129,1.29,3.03,0.44,4345.633270414702,3183.872116095893,619.171007751938,1.6721266825731766
158.751,6.73,303,0.81,3.66,0.92,5450.612004682269,2801.6064404029044,716.6108641975309,4.719431392972281
73.833,6.85,336,1.38,3.51,0.55,1275.1723200374317,2732.6980427434896,629.3220289855072,5.42718538721652
150.736,6.92,329,1.29,3.77,0.53,5552.114571043703,2709.4250516614106,647.291007751938,5.2740156011475285
174.422,6.75,172,0.68,3.36,1.17,6668.610411060957,2787.867965644036,742.9741176470588,2.3046070818879105
139.001,5.78,348,0.86,2.18,1.0,1731.480381195405,3231.153972832737,648.886511627907,5.6934846567598525
160.913,5.5,210,1.03,3.2,0.85,1498.2957334723228,3000.0,656.9398058252427,2.9345512933598257
135.553,6.4,257,0.89,2.28,0.98,3114.3116622275106,3092.705098312484,646.4152808988764,3.7960187378108152
111.105,6.97,239,1.28,2.3,0.83,3109.228849765255,2701.331410619076,592.4,3.4558802682111467
100.315,6.08,382,0.84,2.51,0.5,1276.1230196508297,3290.5749483385894,665.8561904761905,6.472897079307495
165.434,5.41,351,1.06,3.73,0.98,1324.2383291166786,2916.3026681882316,672.6833962264151,5.7607863138508115
157.84,6.79,261,1.04,2.78,1.12,5607.00535877659,2762.953496287293,639.4861538461538,3.873267235189054
130.171,6.86,370,1.2,2.77,1.12,3988.8131804552727,2728.551884260194,618.5933333333334,6.193673682254718
118.983,6.95,259,0.72,2.7,0.52,3523.1217782436847,2703.6934978214585,704.8222222222223,3.83456842185012
163.845,6.88,261,1.09,2.25,1.2,6399.36008622434,2721.0670542335247,612.2889908256881,3.873267235189054
149.187,6.61,283,1.35,3.93,0.94,4428.248011750173,2898.3786239264123,647.8585185185185,4.308637509661428
117.421,6.7,147,1.37,3.25,1.1,2921.857678261684,2823.6644243122582,620.2883211678832,1.9258242247906998
179.316,5.87,349,1.3,3.0,0.91,3230.1658646315095,3275.3263877051945,617.0769230769231,5.7158864404816185
158.354,6.52,144,1.07,3.75,1.08,4669.096871072803,2981.1628441412063,672.0327102803739,1.8824
154.706,6.51,149,1.22,3.37,1.19,4422.797807223862,2990.5767722765618,639.2075409836066,1.9550214293954575
119.847,5.85,284,1.06,2.86,0.93,1407.9533020962433,3267.3019572565104,639.623396226415,4.328842456931337
166.444,6.71,225,1.19,3.31,1.06,5911.088931306104,2816.127883904107,640.233781512605,3.2
130.38,5.96,188,0.62,3.88,0.54,1896.7284862261465,3297.6344103943434,785.5045161290323,2.562180903800634
154.393,6.65,127,0.67,3.73,0.81,4879.398477463947,2863.8028500781356,760.5459701492537,1.6449738512298
161.847,6.63,242,0.68,2.26,0.93,5286.68642558886,2880.855632809566,701.1741176470588,3.5117092024297434
115.766,6.83,220,0.79,2.02,0.93,3095.2428699341917,2741.777391898817,659.2916455696202,3.1105018674576734
107.617,5.6,120,0.94,2.77,0.94,797.1986835418761,3092.705098312484,655.4727659574468,1.551627310409919
94.564,6.9,126,1.24,3.73,0.66,2158.3634556980055,2714.683045111454,650.7722580645161,1.63147719376044
146.082,5.86,335,0.99,2.95,0.9,2117.770353959477,3271.448115739806,653.7161616161616,5.405205398349798
120.289,6.66,242,1.4,3.49,1.09,2982.6787751979077,2855.4738977694856,626.9057142857143,3.5117092024297434
163.878,5.95,320,0.88,2.33,1.11,2963.0319196404143,3296.3065021785415,650.3581818181818,5.07946721791957
96.507,6.66,127,1.37,2.48,0.98,1919.872048237097,2855.4738977694856,591.0283211678832,1.6449738512298
121.063,6.46,183,0.68,2.49,0.86,2605.8607546501953,3037.5999700692914,709.9141176470588,2.4804624914398152
124.696,5.42,255,0.74,3.1,0.77,768.4260310052811,2925.3930338505434,714.0162162162162,3.7576187622249475
118.755,6.9,305,1.18,2.58,0.76,3403.89941704695,2714.683045111454,613.633220338983,4.761276803963808
65.615,6.8,168,1.21,2.69,0.96,975.2884656957879,2757.294901687516,614.4514049586777,2.242023099732033
106.855,5.61,285,1.29,3.32,0.98,798.7448098584722,3101.6213760735877,630.191007751938,4.3490830076785825
87.677,5.84,296,1.15,3.21,0.99,744.2220463774162,3262.892004013159,641.1104347826088,4.574061246471388
127.834,5.72,276,1.29,3.66,0.48,1348.977667135487,3191.2271969246067,643.111007751938,4.168205097864622
172.58,5.39,338,0.94,2.03,1.08,1379.9913741560297,2898.3786239264123,627.3527659574468,5.471243514453904
141.539,5.37,202,1.06,2.77,0.61,887.518440739265,2880.855632809566,636.2033962264151,2.7967675372139866
105.94,5.98,231,1.37,2.39,1.03,1280.425675126058,3299.4080185284815,587.6083211678832,3.3087168315798587
125.116,6.6,273,0.61,3.21,0.81,3092.201501956678,2907.2949016875164,764.275081967213,4.108560222581854
68.159,6.79,332,0.85,2.81,0.72,1045.5462452226484,2762.953496287293,675.015294117647,5.339462317241452
84.278,6.27,221,1.21,2.59,0.46,1078.2731826574454,3198.393559597096,610.6514049586776,3.1283209545259116
100.874,6.38,333,0.86,2.87,1.03,1696.6822843939738,3110.4373658054037,675.1065116279069,5.3613438142143375
71.522,6.38,287,0.64,2.7,0.57,852.9456153800695,3110.4373658054037,732.6,4.389670669863968
79.702,6.72,278,0.93,3.3,0.94,1364.6392665281787,2808.7728030753933,677.4430107526881,4.208149036918554
102.306,6.56,312,0.88,2.59,0.91,2007.9666946815987,2943.785605624283,660.2381818181818,4.9088150244708615
121.617,6.54,345,0.69,2.52,0.98,2795.6990734657256,2962.4000299307086,707.6440579710145,5.626472471397852
62.86,6.63,391,0.66,2.37,0.91,797.485870862383,2880.855632809566,712.4842424242424,6.685219595131607
80.829,6.41,154,0.88,3.53,0.96,1116.338435754306,3083.697331811769,695.9581818181819,2.028871793186074
150.388,5.31,317,1.3,2.48,0.84,867.0725225895353,2831.3749866443604,597.3169230769231,5.015219631424367
115.807,6.3,293,1.17,2.71,0.75,2090.1434173193816,3176.335575687742,619.7321367521367,4.512281704965393
169.763,5.95,271,0.68,2.25,0.62,3179.66306764102,3296.3065021785415,700.7941176470588,4.068978430867858
89.552,6.31,157,1.37,2.59,0.74,1260.6903773690037,3168.6250133556396,595.2083211678831,2.0737634892193935
161.133,5.79,203,0.73,3.0,1.18,2357.6675506206043,3237.046503712707,713.1780821917808,2.8138438322410613
104.032,6.31,258,1.03,3.86,1.13,1701.3425138008477,3168.6250133556396,682.0198058252428,3.81527490262874
135.339,5.88,361,0.7,3.14,1.18,1862.4500581913042,3278.9329457664753,727.8914285714286,5.9872000000000005
178.923,6.55,274,1.03,2.97,1.11,6096.34636264557,2953.069660487931,648.1998058252427,4.1284056223085095
93.274,6.76,297,1.3,2.23,0.84,1919.7378311238995,2781.309411773577,587.8169230769231,4.5947242544523075
166.142,5.3,188,1.31,3.59,1.14,1031.3538670042838,2823.664424312258,638.5574045801526,2.562180903800634
121.186,6.26,131,1.28,3.32,0.61,2209.7922273699255,3205.364131778607,631.16,1.6994908253088057
76.406,6.16,365,1.01,3.55,0.87,801.0199570926442,3262.892004013159,673.3158415841584,6.0786521669664975
153.569,6.97,356,1.29,2.97,0.77,5940.084101397103,2701.331410619076,616.891007751938,5.873595652819442
173.259,6.77,371,1.13,3.81,0.84,6667.845499672364,2774.9666791108625,666.3729203539823,6.216771732367841
153.18,5.82,326,1.01,2.87,0.83,2214.992096972945,3253.298377650605,647.4758415841584,5.208866598237839
125.46,5.59,328,1.38,3.17,1.12,1065.893005727437,3083.6973318117684,616.4020289855073,5.252266120494517
132.988,5.48,122,1.39,2.86,0.9,985.5401536289914,2981.1628441412063,603.7879136690648,1.5780272352774767
87.576,6.92,248,1.33,2.98,0.67,1874.108181950295,2709.4250516614106,613.5407518796992,3.624406324407887
98.435,6.16,366,0.7,2.57,0.81,1329.4974218364707,3262.892004013159,706.2314285714285,6.101593830330793
85.358,6.98,354,1.36,2.98,1.18,1846.1616722409508,2700.5919814715185,610.8870588235294,5.828376202934624
92.842,5.92,190,0.88,3.82,0.92,918.883031459617,3290.5749483385894,706.9781818181818,2.595175410317714
142.677,5.65,267,0.84,3.13,0.52,1516.1437113499724,3136.1971499218644,689.4161904761904,3.9902527587554464
83.216,6.89,357,1.34,2.43,0.77,1661.0842950399108,2717.7357693137324,591.7429850746269,5.896253100068603
171.259,6.97,346,1.21,3.74,0.8,7387.411462690859,2701.331410619076,654.3514049586777,5.6487776258059545
166.993,5.91,348,0.65,3.87,1.12,2938.354790783969,3288.088105703083,773.2138461538461,5.6934846567598525
121.886,5.54,190,1.07,3.42,0.98,924.052640963481,3037.5999700692914,659.4927102803739,2.595175410317714
161.055,5.7,255,0.97,2.71,0.42,2080.901455384909,3176.335575687742,647.9284536082474,3.7576187622249475
165.368,6.97,363,1.27,2.54,0.92,6887.925312245538,2701.331410619076,602.5042519685039,6.032863099698022
110.095,6.75,240,0.97,2.26,0.77,2656.85598262362,2787.867965644036,630.8284536082474,3.474451209887296
93.305,6.58,206,1.13,3.31,1.12,1694.898380708494,2925.3930338505434,647.3729203539823,2.865324975558327
74.256,6.32,308,0.69,2.91,0.43,874.2740618214025,3160.748038493699,722.4640579710145,4.824302450106838
102.9,6.71,222,0.75,3.46,0.89,2259.2378444565084,2816.127883904107,724.8133333333334,3.146180402013438
113.796,6.54,367,1.29,2.63,0.89,2447.6867862192253,2962.4000299307086,603.971007751938,6.12456685621213
81.475,6.92,326,1.28,2.69,0.61,1622.0834185684541,2709.4250516614106,607.22,5.208866598237839
139.376,6.56,324,0.88,3.62,1.11,3726.7502416220345,2943.785605624283,699.3781818181817,5.1656
127.844,6.75,202,0.88,3.55,0.5,3582.560415763085,2787.867965644036,696.7181818181818,2.7967675372139866
156.841,6.41,201,1.35,2.51,0.74,4203.205962191053,3083.697331811769,593.8985185185185,2.7797334581042583
133.874,6.52,156,0.62,2.11,0.55,3337.0851465082333,2981.1628441412063,718.2445161290323,2.0587515004002404
94.49,6.05,332,1.06,3.54,1.04,1097.84882711159,3296.3065021785415,665.4633962264151,5.339462317241452
130.945,6.85,252,1.08,2.82,0.68,4010.9355791121006,2732.6980427434896,635.3081481481481,3.7003007858637287
71.307,6.65,234,1.23,2.44,0.55,1040.8194634797883,2863.8028500781356,602.8013008130082,3.3636093588337084
75.947,6.69,330,1.36,2.23,0.98,1213.9740952428194,2831.3749866443604,582.3870588235294,5.295798160890427
148.348,6.35,251,0.88,2.03,1.05,3579.1708209446724,3136.1971499218644,638.9581818181819,3.6812702871651757
153.363,6.87,266,1.37,3.39,0.91,5571.73518780163,2724.6736122948055,625.6083211678832,3.970662968367859
158.634,6.17,341,1.31,3.95,0.92,3485.917584287208,3258.222608101183,652.2374045801527,5.53757535328257
167.495,5.6,246,1.13,2.41,0.93,1931.1166341390526,3092.705098312484,613.1729203539824,3.5866873894192786
77.83,6.66,237,0.67,2.67,1.15,1248.6729845816317,2855.4738977694856,720.2659701492537,3.418854898757388
117.33,6.67,180,0.9,2.93,0.57,2857.5909196538937,2847.2875752748887,669.1177777777777,2.4319627325598185
85.676,6.63,350,0.61,3.4,0.7,1481.46913679555,2880.855632809566,771.4950819672131,5.738320341483519
120.161,6.29,269,0.74,2.7,0.63,2230.781551209724,3183.872116095893,698.8162162162163,4.0295424292675674
135.838,5.73,264,1.1,2.21,1.14,1544.7500493428536,3198.3935595970956,609.4345454545455,3.93159382211823
133.261,5.61,230,1.31,3.46,1.06,1242.2942861834085,3101.6213760735877,633.6174045801527,3.290498163410971
163.515,6.01,212,0.96,2.42,1.17,3151.5485810679074,3299.8519681097196,638.6266666666667,2.969413274443952
81.882,6.05,243,1.12,2.75,0.82,824.4184986941934,3296.3065021785415,627.3571428571429,3.530396092922508
126.873,6.55,290,0.94,3.61,0.83,3065.3192249177946,2953.069660487931,687.3927659574468,4.450817636894925
76.683,6.58,305,1.19,2.4,0.97,1144.8063256161372,2925.3930338505434,605.6537815126051,4.761276803963808
131.568,6.06,340,1.17,2.29,1.12,2150.6517006582394,3294.686175218607,603.7721367521367,5.515432184767331
178.205,6.61,323,1.23,2.14,0.7,6318.4382416284325,2898.3786239264123,591.4013008130081,5.144016675249993
98.1,5.88,215,1.0,3.85,0.63,978.5358116519016,3278.9329457664753,686.3,3.0220150673618114
133.241,6.11,254,0.75,3.39,0.54,2320.1511503379697,3282.2642306862676,722.1533333333333,3.7384750979434753
102.838,6.22,201,0.71,3.29,0.68,1534.86406670845,3231.153972832737,730.3721126760563,2.7797334581042583
105.818,6.23,214,1.21,3.97,1.17,1639.9997201487452,3225.0333208891375,663.0914049586777,3.0044400891217182
174.603,6.26,289,1.22,2.27,1.01,4587.223945939473,3205.364131778607,597.4075409836065,4.430400000000001
87.631,6.47,330,1.23,3.48,1.04,1376.0517759603133,3028.2324939955547,642.3213008130082,5.295798160890427
54.004,6.9,170,1.27,3.12,1.17,703.9223712766235,2714.683045111454,624.5442519685039,2.27322305421512
143.432,6.34,257,1.06,3.82,0.42,3317.8509563188927,3144.526102230515,676.103396226415,3.7960187378108152
165.012,6.54,243,1.15,3.35,0.83,5146.748022770708,2962.4000299307086,646.4304347826087,3.530396092922508
77.095,6.09,287,1.04,2.08,0.66,761.389487613725,3288.088105703083,612.8861538461539,4.389670669863968
120.441,6.99,153,0.89,2.39,0.97,3697.548524074446,2700.1480318902804,650.5952808988764,2.014004385726805
154.006,6.79,328,0.69,3.1,0.78,5337.920591686,2762.953496287293,729.6840579710145,5.252266120494517
73.261,6.72,344,1.22,3.12,0.86,1152.9888553769565,2808.7728030753933,629.7075409836066,5.604199619920836
174.17,6.84,346,0.82,3.86,0.46,7051.049258798007,2737.107995986841,721.8019512195123,5.6487776258059545
87.827,6.44,200,1.4,2.07,0.52,1350.0222507817127,3056.214394375717,572.9457142857143,2.762741699796952
111.211,6.31,254,1.12,2.65,0.63,1944.255564726816,3168.6250133556396,623.5571428571428,3.7384750979434753
113.057,5.65,336,1.08,2.94,1.16,951.9789491820667,3136.1971499218644,639.8681481481482,5.42718538721652
111.256,5.85,346,1.24,3.48,0.66,1213.3352065723363,3267.3019572565104,641.2722580645161,5.6487776258059545
144.285,5.29,145,1.38,3.82,0.63,757.6787357769175,2816.127883904107,641.1020289855072,1.8968249711399063
155.047,6.66,306,1.29,2.72,0.54,4955.430503499165,2855.4738977694856,607.391007751938,4.782251071574389
96.066,5.7,237,1.05,3.98,0.71,740.3592476607345,3176.335575687742,683.6209523809524,3.418854898757388
