Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar
133.511,6.08,182,0.8,2.19,1.07,2260.449897798916,3290.5749483385894,663.22,2.464251389206585
88.556,6.75,268,0.76,2.52,0.79,1718.9720107072562,2787.867965644036,686.2863157894736,4.009879268578906
100.377,5.99,148,1.26,2.51,1.02,1162.1636845876153,3299.8519681097196,602.364126984127,1.9403981671746184
85.156,5.91,344,1.18,2.05,1.08,764.0788991822719,3288.088105703083,593.4932203389831,5.604199619920836
129.56,5.74,250,1.17,3.78,1.0,1424.9378273764098,3205.364131778607,660.3921367521367,3.6622776601683795
129.868,6.34,139,1.08,3.72,1.02,2720.001033888773,3144.526102230515,669.5081481481482,1.8110286648277376
72.934,6.88,200,0.64,2.6,0.54,1268.0320429023836,2721.0670542335247,728.8,2.762741699796952
164.512,6.55,179,1.27,3.65,1.16,5153.858075827444,2953.069660487931,644.684251968504,2.415885424549182
71.94,6.42,150,1.06,2.09,0.65,891.4525122332485,3074.6069661494566,610.363396226415,1.969693845669907
125.889,6.03,181,0.67,3.14,0.67,1908.2709530736863,3298.668589380924,738.1259701492537,2.448084762016273
126.714,5.44,170,0.96,2.5,1.19,826.934278065856,2943.785605624283,641.6666666666667,2.27322305421512
136.192,5.86,314,0.76,2.68,0.72,1840.7238837299014,3271.448115739806,692.3663157894737,4.951275340843341
113.614,6.86,202,0.94,3.21,0.49,3038.6376483650924,2728.551884260194,672.1927659574468,2.7967675372139866
127.624,5.38,387,0.91,2.86,0.86,738.0893236187549,2889.5626341945967,664.5041758241758,6.590548901371698
110.462,5.77,338,0.86,3.72,0.71,1078.9886747679839,3225.0333208891375,707.406511627907,5.471243514453904
95.572,6.25,121,0.67,2.19,0.42,1362.15829399553,3212.132034355964,702.0259701492537,1.5648
120.601,5.78,355,1.15,3.67,0.94,1303.4174877323958,3231.153972832737,658.5904347826088,5.850970005522364
160.7,6.13,275,1.1,3.14,0.49,3442.1256066753886,3275.3263877051945,644.7745454545454,4.14828726939094
179.836,5.48,156,1.09,3.26,1.0,1802.1987423181586,2981.1628441412063,650.6689908256881,2.0587515004002404
101.918,5.67,330,0.66,2.0,0.73,797.3787195764937,3152.7124247251113,698.4242424242424,5.295798160890427
85.092,6.55,379,1.14,3.88,0.98,1378.8427930456542,2953.069660487931,667.7908771929825,6.402674051648117
167.072,6.43,222,0.79,3.9,1.13,4846.620959752713,3065.442972418963,730.7316455696202,3.146180402013438
85.244,6.22,354,1.33,3.42,0.63,1054.6061894421646,3231.153972832737,630.2607518796992,5.828376202934624
86.017,6.71,157,1.13,2.85,0.9,1578.7006511815523,2816.127883904107,629.8929203539824,2.0737634892193935
155.493,6.77,343,0.93,2.98,0.92,5370.5109540127005,2774.9666791108625,665.2830107526881,5.581959118292866
127.618,5.8,303,1.15,3.58,1.11,1498.3445610079998,3242.705098312484,655.1704347826087,4.719431392972281
122.125,5.8,274,0.71,3.21,1.15,1372.1354375,3242.705098312484,727.3321126760563,4.1284056223085095
160.62,5.28,177,0.73,3.72,0.48,914.1146708043422,2808.7728030753933,740.5380821917809,2.3838654729040503
106.912,5.68,282,1.19,2.88,0.58,890.5703030508478,3160.748038493699,623.8937815126051,4.288468228717248
160.733,5.58,359,0.95,2.91,0.47,1720.7624173165268,3074.6069661494566,659.001052631579,5.9416632163337715
97.011,6.73,135,0.84,3.61,0.54,2035.4211914175487,2801.6064404029044,707.6561904761905,1.7548466041712032
95.92,6.29,123,1.23,2.69,1.06,1421.5047540141893,3183.872116095893,612.3013008130082,1.5913087922306866
104.448,6.99,370,0.7,3.19,1.05,2780.772330554584,2700.1480318902804,729.7914285714286,6.193673682254718
131.799,5.56,182,0.92,3.06,1.0,1118.5868966168632,3056.214394375717,670.1930434782608,2.464251389206585
93.134,6.94,219,1.31,2.92,0.6,2145.567807517309,2705.313824781393,613.0974045801527,3.09272323243342
174.213,5.36,362,1.28,3.14,0.96,1313.993997915021,2872.2662125304787,624.3199999999999,6.010015782191553
119.892,6.02,281,1.05,2.71,1.0,1712.521439567319,3299.4080185284815,635.3609523809524,4.268334677281199
151.122,5.48,297,1.31,2.38,0.83,1272.6377426371903,2981.1628441412063,592.5774045801527,4.5947242544523075
89.594,6.96,161,0.82,3.22,0.46,2009.7200106732635,2702.3655896056566,697.4819512195122,2.134288787209898
80.527,6.63,361,0.74,2.76,0.88,1308.7517754821115,2880.855632809566,701.0962162162162,5.9872000000000005
115.422,5.63,210,0.84,3.77,0.78,961.9810969400314,3119.144367190434,713.7361904761905,2.9345512933598257
159.167,5.81,147,0.78,2.45,1.04,2361.0852857550435,3248.1241722823684,678.2282051282051,1.9258242247906998
157.548,6.83,339,1.08,3.11,0.85,5732.690103082257,2741.777391898817,646.3281481481481,5.493321555838358
130.313,6.31,240,1.23,3.72,0.47,2669.521019816452,3168.6250133556396,651.4413008130082,3.474451209887296
154.934,5.87,399,0.98,3.15,0.56,2411.4607920934845,3275.3263877051945,662.965306122449,6.876015006255868
113.523,5.72,365,0.92,2.79,0.87,1063.8483436445304,3191.2271969246067,659.9330434782609,6.0786521669664975
92.25,6.61,353,1.3,2.77,0.91,1693.17841881769,2898.3786239264123,608.3369230769231,5.8058142900029965
79.041,6.78,141,0.7,3.85,0.79,1396.87462109244,2768.8460271672634,754.8714285714285,1.8394257874178772
121.003,6.94,321,1.19,2.31,0.63,3621.746160022296,2705.313824781393,602.233781512605,5.100950232288978
169.567,6.44,187,1.33,2.67,0.63,5032.311349441453,3056.214394375717,601.7607518796992,2.545749231944131
155.539,6.1,255,0.94,2.85,1.02,3130.3492223249027,3285.316954888546,658.5127659574468,3.7576187622249475
179.323,5.54,350,0.83,3.37,0.49,2000.143036988849,3037.5999700692914,700.8310843373495,5.738320341483519
121.42,6.36,383,0.91,3.95,1.17,2417.8550547632412,3127.7337874695213,705.9241758241758,6.496366206295276
153.086,6.36,289,1.32,3.8,0.5,3843.445756607934,3127.7337874695213,645.6121212121212,4.430400000000001
72.787,6.69,288,1.07,2.6,0.89,1115.053775095562,2831.3749866443604,628.3327102803738,4.410017657249133
148.046,5.44,215,0.86,2.98,0.42,1128.7951875722254,2943.785605624283,679.286511627907,3.0220150673618114
85.407,6.79,359,0.99,3.19,0.81,1641.662058158833,2762.953496287293,662.8361616161617,5.9416632163337715
105.871,6.37,189,1.13,3.65,0.42,1853.5803034382127,3119.144367190434,660.2929203539824,2.5786563352319694
114.052,5.83,372,1.21,3.82,1.12,1243.6037709569446,3258.222608101183,657.3914049586776,6.239900932943007
139.292,5.72,185,0.98,3.13,0.83,1601.6379521939068,3191.2271969246067,662.205306122449,2.5130176352928455
83.227,6.48,150,1.39,2.57,0.99,1250.8878502072025,3018.8371558587937,592.7679136690647,1.969693845669907
121.903,6.48,333,1.33,3.0,0.74,2683.6055466295215,3018.8371558587937,614.3007518796992,5.3613438142143375
117.806,6.21,300,0.65,3.7,0.55,1995.7562320605437,3237.0465037127074,766.7538461538461,4.656921938165306
112.142,5.58,321,0.81,3.17,0.77,837.6207075657394,3074.6069661494566,697.9908641975309,5.100950232288978
126.072,6.85,187,0.84,3.79,0.63,3717.9635843034284,2732.6980427434896,714.4961904761905,2.545749231944131
105.03,6.75,376,0.7,2.22,0.84,2418.0181314648826,2787.867965644036,692.9314285714286,6.332728404443327
135.194,6.02,166,0.64,2.3,0.91,2177.5615665487953,3299.4080185284815,717.4,2.2110083109090968
148.356,5.96,298,0.99,3.7,1.11,2455.802538364883,3297.6344103943434,682.2161616161616,4.615422077989085
82.646,6.5,155,0.87,3.89,1.19,1252.607774711585,3000.0,711.7280459770114,2.043787550150603
58.781,6.85,209,1.34,3.27,0.95,808.2426929903246,2732.6980427434896,623.6629850746268,2.9171823596907207
178.383,5.39,229,0.8,2.43,0.93,1474.356027052217,2898.3786239264123,672.34,3.2723190581172292
55.024,7.0,141,1.26,2.58,0.73,776.3215274923407,2700.0,605.024126984127,1.8394257874178772
146.93,6.22,314,1.36,3.84,0.83,3133.167638743766,3231.153972832737,643.5670588235294,4.951275340843341
154.447,6.77,230,0.79,3.95,0.61,5298.499225652377,2774.9666791108625,732.6316455696203,3.290498163410971
135.591,6.51,328,0.97,2.9,0.72,3397.3829138218816,2990.5767722765618,655.1484536082475,5.252266120494517
171.851,6.19,349,1.2,3.11,0.92,4168.8012938771135,3248.1241722823684,631.5133333333333,5.7158864404816185
129.295,6.76,369,0.94,3.59,1.07,3688.7921167820273,2781.309411773577,686.6327659574467,6.17060682467053
99.728,5.89,130,1.21,2.46,0.93,1023.4732442296198,3282.2642306862676,605.7114049586777,1.6857824421031036
124.588,6.86,371,1.18,2.58,0.68,3653.992420988267,2728.551884260194,613.633220338983,6.216771732367841
97.44,5.99,354,1.06,2.2,0.98,1095.1495466959807,3299.8519681097196,614.5433962264151,5.828376202934624
109.288,6.49,173,0.95,2.16,0.46,2173.6294019222546,3009.4232277234382,630.501052631579,2.320367787014481
151.591,5.68,248,1.23,2.51,0.74,1790.4497504091503,3160.748038493699,605.4613008130082,3.624406324407887
140.328,5.7,345,0.98,2.9,0.61,1579.7623554960062,3176.335575687742,653.465306122449,5.626472471397852
138.092,5.37,176,1.29,3.97,1.07,844.8160943671711,2880.855632809566,654.891007751938,2.3679230819281614
105.046,5.66,345,0.7,3.53,0.92,834.4394986316294,3144.526102230515,742.7114285714285,5.626472471397852
164.115,6.78,260,0.8,2.23,1.04,6022.116167531837,2768.8460271672634,664.74,3.8538992232921974
167.981,5.74,244,0.62,2.59,0.75,2395.379682923324,3205.364131778607,736.4845161290323,3.5491214734739582
85.075,5.96,305,0.82,2.72,0.95,807.5829267540299,3297.6344103943434,678.4819512195122,4.761276803963808
111.345,6.96,358,0.63,2.98,1.09,3103.9816350642864,2702.3655896056566,747.208253968254,5.918942302700777
141.947,5.91,122,0.68,2.54,0.63,2123.0495795755783,3288.088105703083,711.8141176470588,1.5780272352774767
117.12,6.12,260,1.16,3.73,0.55,1810.4897288181705,3278.9329457664753,659.6710344827586,3.8538992232921974
167.496,5.7,380,0.96,3.21,0.41,2250.6707648417364,3176.335575687742,668.6466666666668,6.426050961643851
135.824,5.45,307,1.25,3.27,0.64,969.456269221648,2953.069660487931,632.26,4.803259638924893
130.767,6.44,392,1.33,3.47,0.48,2992.8238127490204,3056.214394375717,632.1607518796993,6.7089632242428365
89.151,5.98,304,1.37,3.39,1.04,906.7485605509747,3299.4080185284815,625.6083211678832,4.740336892276368
131.269,6.47,263,0.92,3.56,0.46,3087.7604023540766,3028.2324939955547,689.1930434782608,3.9121146053437306
92.617,6.67,268,0.88,3.69,0.98,1780.587559498643,2847.2875752748887,702.0381818181818,4.009879268578906
139.602,6.81,239,1.14,2.53,0.8,4443.508164170358,2751.8758277176316,616.4908771929825,3.4558802682111467
108.279,6.14,253,1.08,3.17,0.41,1578.0201252901404,3271.448115739806,648.6081481481481,3.719369081046782
156.0,5.31,306,0.95,3.46,0.55,932.9927156082997,2831.3749866443604,679.901052631579,4.782251071574389
138.737,5.33,332,0.6,2.44,1.17,775.766562174222,2847.2875752748887,739.3866666666668,5.339462317241452
178.533,5.95,197,0.66,2.52,0.46,3516.6733099477674,3296.3065021785415,718.1842424242424,2.7120214103846285
61.411,7.0,244,0.72,3.79,0.68,967.0070741049766,2700.0,746.2422222222222,3.5491214734739582
179.613,6.45,190,1.3,2.93,0.51,5691.051141798903,3046.930339512069,614.4169230769231,2.595175410317714
72.161,6.39,331,0.71,3.17,1.2,875.4053066163304,3101.6213760735877,725.8121126760564,5.317613749565235
130.203,5.41,127,1.06,3.65,0.52,820.2733363081495,2916.3026681882316,669.6433962264151,1.6449738512298
117.034,6.09,283,1.03,3.22,1.1,1754.6017089882046,3288.088105703083,657.6998058252427,4.308637509661428
165.605,6.4,388,0.98,2.01,0.52,4648.26302390494,3092.705098312484,619.645306122449,6.614170923355022
78.027,7.0,200,0.64,3.65,0.78,1561.0870864070464,2700.0,768.7,2.762741699796952
130.538,5.72,381,0.85,2.47,1.18,1406.6495508935718,3191.2271969246067,662.0952941176471,6.449458651003468
58.186,6.79,394,0.7,3.44,0.6,761.9629103107518,2762.953496287293,739.2914285714286,6.756541357651207
123.719,5.76,224,0.99,3.2,0.96,1335.4057205989466,3218.690588226423,663.2161616161616,3.182020014839561
80.468,6.38,147,1.33,2.1,0.46,1079.6635879441965,3110.4373658054037,580.1007518796993,1.9258242247906998
66.792,6.49,142,0.82,2.09,0.84,811.8755066433761,3009.4232277234382,654.5419512195122,1.8537002326955552
78.08,6.21,379,1.25,3.9,1.05,876.7025769662442,3237.0465037127074,656.2,6.402674051648117
141.663,5.58,383,0.94,3.45,1.0,1336.6683969602948,3074.6069661494566,681.3127659574468,6.496366206295276
175.683,6.59,283,0.98,3.57,0.84,6052.798906578689,2916.302668188231,678.925306122449,4.308637509661428
95.705,6.6,129,0.81,3.83,0.69,1809.3031494707068,2907.2949016875164,723.0708641975308,1.6721266825731766
159.155,6.55,235,0.83,3.97,1.13,4823.673060860051,2953.069660487931,723.6310843373494,3.381985426750108
114.879,6.05,277,1.38,2.2,0.91,1622.751940672391,3296.3065021785415,579.5420289855073,4.188159042123862
133.593,6.62,277,0.75,2.38,1.05,3576.416064014733,2889.5626341945963,683.7733333333333,4.188159042123862
127.591,5.58,240,0.69,2.71,0.5,1084.3035841771932,3074.6069661494566,714.8640579710145,3.474451209887296
163.453,5.37,258,1.39,3.19,0.49,1183.616284575984,2880.855632809566,616.3279136690647,3.81527490262874
96.065,6.35,281,1.33,3.71,1.15,1500.8918838788761,3136.1971499218644,641.2807518796992,4.268334677281199
165.177,6.37,327,1.04,3.37,0.63,4511.869435809695,3119.144367190434,661.9061538461539,5.230549769318572
142.6,6.31,174,1.15,2.13,0.93,3196.6634089223194,3168.6250133556396,600.0704347826087,2.33617410939159
103.291,5.83,379,1.2,2.89,0.43,1020.0023761994684,3258.222608101183,623.1533333333333,6.402674051648117
78.837,6.82,278,1.35,2.96,0.58,1426.2799820126738,2746.7016223493956,610.9985185185185,4.208149036918554
177.54,6.02,217,1.02,2.44,0.51,3755.329408746979,3299.4080185284815,629.5827450980393,3.0572876881571225
130.103,5.81,145,0.67,2.0,1.02,1577.5394737026907,3248.1241722823684,694.8059701492537,1.8968249711399063
79.904,6.79,120,1.11,3.6,1.0,1436.9242297635521,2762.953496287293,660.944144144144,1.551627310409919
95.745,6.06,329,1.01,3.69,0.9,1138.9423528240452,3294.686175218607,678.6358415841585,5.2740156011475285
133.372,6.9,271,0.83,3.54,0.83,4293.408759365432,2714.683045111454,707.2910843373494,4.068978430867858
60.023,6.67,159,1.33,2.58,0.74,747.8548455542029,2847.2875752748887,598.3407518796993,2.1039309710832326
77.938,6.17,163,0.72,2.79,0.75,841.4398549788143,3258.222608101183,708.2422222222222,2.164835751658403
151.848,5.49,316,1.18,3.02,0.51,1309.5129501501044,2990.5767722765618,630.3532203389831,4.993871097394762
142.861,6.07,171,1.01,2.47,0.96,2561.887390652692,3292.775028581624,632.2758415841585,2.2888921264290927
142.997,6.37,342,0.66,3.58,0.9,3381.51429788439,3119.144367190434,758.4642424242423,5.559751013636936
137.449,5.9,178,0.64,2.02,0.86,1967.349354183987,3285.316954888546,706.76,2.39985296273159
130.408,6.73,395,0.7,2.93,0.82,3678.07683901303,2801.6064404029044,719.9114285714286,6.780375784935166
101.549,6.74,395,0.84,3.72,0.69,2245.336200704003,2794.635868221393,711.8361904761905,6.780375784935166
126.342,5.94,229,0.81,3.24,1.01,1741.2439846709228,3294.686175218607,700.6508641975308,3.2723190581172292
105.054,5.76,326,0.85,3.35,0.53,962.8654790061101,3218.690588226423,695.535294117647,5.208866598237839
83.627,6.2,291,1.35,2.1,0.94,996.4311790367113,3242.705098312484,578.3185185185185,4.471270507029205
71.614,6.26,198,1.09,2.66,0.85,771.6891671043064,3205.364131778607,627.8689908256881,2.728885569068094
126.42,5.95,369,1.0,2.71,1.19,1763.3015602197322,3296.3065021785415,642.98,6.17060682467053
160.645,5.34,176,1.16,2.72,0.63,1065.6979758358525,2855.473897769485,621.2910344827586,2.3679230819281614
81.35,6.7,266,0.74,2.91,0.85,1402.4346170081117,2823.6644243122582,706.7962162162163,3.970662968367859
145.466,6.74,353,1.2,3.09,1.19,4607.369785497498,2794.635868221393,630.7533333333333,5.8058142900029965
114.203,6.35,136,1.18,2.26,0.98,2121.163083322816,3136.1971499218644,601.4732203389831,1.7688151323183374
162.425,6.33,316,1.4,2.36,0.5,4218.834008825855,3152.7124247251113,583.9657142857143,4.993871097394762
109.172,6.2,308,1.33,3.67,0.67,1698.1529612935767,3242.705098312484,639.7607518796992,4.824302450106838
116.682,5.86,367,1.17,2.71,1.09,1351.11769366716,3271.448115739806,619.7321367521367,6.12456685621213
142.397,6.39,269,1.36,2.87,0.89,3408.8333370797154,3101.6213760735877,606.7070588235295,4.0295424292675674
174.704,6.07,321,1.37,2.35,1.05,3831.231209823944,3292.775028581624,586.0883211678832,5.100950232288978
170.633,6.69,125,0.69,2.72,0.45,6127.936066991891,2831.3749866443604,715.2440579710145,1.618033988749895
109.481,5.52,277,1.26,2.95,0.7,719.4449755457944,3018.8371558587937,619.084126984127,4.188159042123862
122.235,6.23,194,0.8,2.3,0.41,2188.345195077646,3225.0333208891375,667.4,2.6616858606189755
102.364,6.85,370,1.05,2.31,0.55,2451.1074106143224,2732.6980427434896,620.1609523809524,6.193673682254718
145.213,6.01,348,0.88,2.76,0.46,2485.534549063565,3299.8519681097196,666.6981818181819,5.6934846567598525
142.084,5.91,301,0.85,3.77,0.52,2127.1496754275563,3288.088105703083,711.4952941176471,4.677723858753711
75.936,6.67,264,1.22,3.99,0.97,1196.9536927268175,2847.2875752748887,662.7675409836065,3.93159382211823
155.676,5.76,169,1.02,3.91,0.73,2114.3834879838064,3218.690588226423,685.4427450980393,2.2576
118.948,5.82,133,1.04,2.5,0.66,1335.6182325643972,3253.298377650605,628.8461538461538,1.7270646600729729
170.399,6.44,132,1.03,2.63,0.69,5081.815731243126,3056.214394375717,635.2798058252426,1.7132516309488317
131.718,5.41,369,1.35,2.22,0.8,839.4732627955318,2916.3026681882316,582.8785185185185,6.17060682467053
92.164,6.29,291,0.88,3.13,0.84,1312.3588575499539,3183.872116095893,680.7581818181818,4.471270507029205
133.43,6.37,225,1.39,2.32,1.05,2944.1799277491837,3119.144367190434,583.2679136690647,3.2
71.589,6.2,136,0.69,2.86,1.01,730.2084690630202,3242.705098312484,720.5640579710146,1.7688151323183374
179.502,6.37,169,0.75,3.84,0.98,5328.38944238777,3119.144367190434,739.2533333333333,2.2576
142.619,5.93,368,0.94,2.41,1.01,2193.5350477480774,3292.775028581624,641.7927659574468,6.147571201853059
126.708,5.67,346,1.12,3.39,0.94,1232.4545928757984,3152.7124247251113,651.6771428571428,5.6487776258059545
83.293,6.24,198,1.01,3.3,1.09,1025.3593031310022,3218.690588226423,663.8158415841584,2.728885569068094
113.127,5.78,136,1.27,2.87,0.96,1146.8701947813904,3231.153972832737,615.0442519685039,1.7688151323183374
144.305,5.93,370,1.27,2.4,0.53,2245.70425662123,3292.775028581624,597.184251968504,6.193673682254718
156.118,6.11,316,1.36,2.88,1.15,3185.2716015665305,3282.2642306862676,607.0870588235294,4.993871097394762
173.12,5.21,191,1.32,3.32,0.94,865.1697533403054,2762.953496287293,627.3721212121212,2.6117380140538264
168.346,6.65,142,0.79,2.63,1.05,5801.184498055299,2863.8028500781356,682.4716455696203,1.8537002326955552
93.884,6.83,332,1.02,3.5,0.6,2035.7097007082882,2741.777391898817,669.8627450980392,5.339462317241452
177.829,5.42,247,1.13,3.3,0.95,1562.7956592404514,2925.3930338505434,646.9929203539823,3.605527768351138
113.109,6.08,178,1.39,2.18,0.87,1622.3894497080364,3290.5749483385894,577.9479136690647,2.39985296273159
169.625,5.56,204,0.63,2.63,0.92,1852.785821661599,3056.214394375717,733.908253968254,2.8309622390763862
142.236,5.87,387,1.39,3.72,0.99,2032.384149646576,3275.3263877051945,636.4679136690647,6.590548901371698
165.458,5.54,231,1.38,3.34,1.04,1702.803773144324,3037.5999700692914,622.8620289855072,3.3087168315798587
170.052,6.54,203,1.29,3.32,1.14,5465.946018240375,2962.4000299307086,630.191007751938,2.8138438322410613
111.358,6.33,230,0.86,3.46,1.0,1983.0311311277376,3152.7124247251113,697.526511627907,3.290498163410971
109.118,6.0,319,1.35,2.99,0.96,1388.4052327149186,3300.0,612.1385185185185,5.058017744590295
151.521,5.87,140,1.18,3.64,0.9,2306.38812937783,3275.3263877051945,653.913220338983,1.8252018714143141
125.077,6.0,175,0.88,3.42,1.2,1824.22481559568,3300.0,691.7781818181818,2.3520259177452134
167.192,6.06,262,0.98,2.18,0.74,3472.965922421358,3294.686175218607,626.1053061224491,3.89267238618762
129.791,6.42,127,0.68,3.23,0.47,2901.659869224325,3074.6069661494566,738.0341176470588,1.6449738512298
120.563,5.83,365,1.14,3.37,0.81,1389.6464159467532,3258.222608101183,648.4108771929825,6.0786521669664975
140.393,6.07,212,1.35,3.2,0.46,2474.1360275349516,3292.775028581624,620.1185185185185,2.969413274443952
99.509,6.78,199,1.11,2.59,1.16,2213.998378438848,2768.8460271672634,622.564144144144,2.745792367962809
119.915,6.39,150,1.08,3.98,0.66,2417.4144432045696,3101.6213760735877,679.3881481481482,1.969693845669907
55.691,6.8,131,1.18,2.87,1.03,702.5817332937919,2757.294901687516,624.653220338983,1.6994908253088057
141.246,6.42,246,0.71,2.12,1.1,3436.447090698728,3074.6069661494566,685.9121126760564,3.5866873894192786
75.396,6.94,306,1.32,3.8,0.77,1406.1198664092942,2705.313824781393,645.6121212121212,4.782251071574389
129.356,6.27,188,0.63,2.35,0.58,2540.2327908585717,3198.393559597096,723.2682539682539,2.562180903800634
53.742,6.93,130,1.11,2.81,0.5,710.0827475907384,2707.224971418376,630.9241441441441,1.6857824421031036
93.803,6.16,334,0.63,2.76,0.71,1207.3185253001172,3262.892004013159,738.848253968254,5.3832581910032165
67.081,6.97,242,0.71,3.42,0.95,1133.4034693238273,2701.331410619076,735.3121126760564,3.5117092024297434
142.256,5.84,192,0.82,3.2,0.83,1959.1710477162198,3262.892004013159,696.7219512195122,2.6283440323406366
162.258,6.04,393,1.28,2.77,0.5,3203.6735462350584,3297.6344103943434,610.26,6.732737157942729
163.773,6.3,213,0.65,2.78,0.67,4180.142366634043,3176.335575687742,731.7938461538461,2.986906126093223
122.077,6.43,273,1.31,3.62,1.05,2587.613506091433,3065.442972418963,639.6974045801526,4.108560222581854
88.731,6.79,332,1.4,2.63,0.51,1771.9341521396036,2762.953496287293,594.2257142857143,5.339462317241452
136.998,5.58,247,0.81,2.66,1.0,1250.0841966421845,3074.6069661494566,678.6108641975309,3.605527768351138
128.913,5.65,352,1.19,3.03,0.67,1237.7298396268914,3136.1971499218644,629.593781512605,5.783284311865111
123.705,5.74,160,0.93,3.26,0.91,1299.0580074512081,3205.364131778607,675.9230107526881,2.1190861620062105
137.853,5.73,389,0.87,2.05,1.14,1590.9191300634002,3198.3935595970956,641.8080459770115,6.637823405735946
105.583,6.76,193,1.08,3.59,0.42,2459.8505135009777,2781.309411773577,664.5681481481481,2.64499335197105
136.315,6.85,264,0.76,3.22,0.41,4346.654714909966,2732.6980427434896,712.8863157894737,3.93159382211823
78.666,6.98,365,1.01,3.26,1.19,1568.0337444890451,2700.5919814715185,662.2958415841584,6.0786521669664975
80.132,6.42,389,0.93,3.76,0.46,1106.0361223740358,3074.6069661494566,694.9230107526881,6.637823405735946
150.496,6.04,342,1.15,2.87,0.49,2756.0426382974015,3297.6344103943434,628.1904347826087,5.559751013636936
164.595,5.65,189,1.37,3.85,1.02,2017.7423401049905,3136.1971499218644,643.0883211678831,2.5786563352319694
107.733,6.25,139,1.23,3.63,1.08,1730.8671579138945,3212.132034355964,648.0213008130082,1.8110286648277376
161.881,5.55,153,0.66,2.51,1.1,1658.667086204211,3046.930339512069,717.8042424242424,2.014004385726805
171.713,6.11,152,0.8,2.94,0.67,3853.424580837006,3282.2642306862676,691.72,1.999185485522055
103.382,6.16,381,0.76,2.88,0.77,1466.4871691883043,3262.892004013159,699.9663157894737,6.449458651003468
117.214,6.22,265,0.7,3.06,1.19,1993.9839055134737,3231.153972832737,724.8514285714285,3.951109966373138
94.333,5.99,390,0.79,2.25,1.03,1026.422514152232,3299.8519681097196,668.0316455696202,6.661506309337028
139.07,6.21,172,0.65,3.75,0.83,2781.24714877658,3237.0465037127074,768.6538461538462,2.3046070818879105
170.528,6.5,130,1.27,2.22,0.66,5332.892413547819,3000.0,590.344251968504,1.6857824421031036
65.037,6.72,399,1.03,3.9,0.96,908.6579378377036,2808.7728030753933,683.5398058252428,6.876015006255868
177.952,5.97,279,1.29,2.22,0.62,3573.01792044918,3298.668589380924,588.391007751938,4.228175017350983
77.283,6.19,155,0.65,3.94,1.01,843.0920854163297,3248.1241722823684,775.8738461538462,2.043787550150603
137.919,6.25,365,1.36,2.12,1.04,2836.706667204968,3212.132034355964,578.2070588235295,6.0786521669664975
107.392,5.63,147,1.28,2.75,0.69,832.7856026169037,3119.144367190434,609.5,1.9258242247906998
68.024,6.55,263,1.29,2.64,0.47,881.1738953845523,2953.069660487931,604.3510077519379,3.9121146053437306
171.081,6.86,178,0.97,2.48,0.48,6889.992895184539,2728.551884260194,639.1884536082474,2.39985296273159
165.892,5.72,248,1.1,3.57,0.89,2271.7623045067403,3191.2271969246067,661.1145454545454,3.624406324407887
115.021,6.61,120,1.13,2.87,0.84,2632.2325349923717,2898.3786239264123,630.6529203539824,1.551627310409919
83.164,6.0,141,0.75,2.66,0.63,806.4810862612588,3300.0,694.4133333333334,1.8394257874178772
91.778,6.88,323,0.62,2.3,0.71,2007.924328060672,2721.0670542335247,725.4645161290323,5.144016675249993
139.137,6.02,306,1.33,2.53,0.96,2306.4331814979328,3299.4080185284815,596.4407518796993,4.782251071574389
97.746,5.93,146,0.88,2.69,1.09,1030.357156737661,3292.775028581624,664.0381818181818,1.911299769715846
158.509,6.34,248,0.67,2.52,1.01,4052.0296693828545,3144.526102230515,714.5659701492536,3.624406324407887
171.614,5.52,214,0.97,3.17,0.4,1767.7689470829807,3018.8371558587937,665.4084536082474,3.0044400891217182
114.104,6.86,296,0.67,2.11,0.74,3064.904538324705,2728.551884260194,698.9859701492537,4.574061246471388
60.07,6.65,275,1.01,2.4,0.59,738.6289715548378,2863.8028500781356,629.6158415841584,4.14828726939094
161.484,6.94,392,1.13,2.48,0.46,6450.371524996453,2705.313824781393,615.8329203539823,6.7089632242428365
120.855,6.02,160,0.84,2.44,0.77,1740.1426545650259,3299.4080185284815,663.1961904761905,2.1190861620062105
133.78,5.78,345,0.95,3.34,0.66,1603.851331341333,3231.153972832737,675.3410526315789,5.626472471397852
160.365,6.78,364,0.86,3.32,0.91,5750.051731033627,2768.8460271672634,692.2065116279069,6.0557419090522915
115.248,6.98,142,0.79,3.59,1.17,3365.488135796907,2700.5919814715185,718.9516455696203,1.8537002326955552
95.926,6.14,316,0.66,3.21,0.93,1238.5020671432005,3271.448115739806,744.4042424242424,4.993871097394762
99.703,6.72,245,1.03,2.66,0.97,2135.4818124698063,2808.7728030753933,636.4198058252427,3.5678852651297115
153.11,6.4,385,0.87,3.61,0.51,3973.295979284956,3092.705098312484,701.0880459770116,6.543396396067364
154.824,5.32,246,1.05,2.51,0.78,942.4726178624956,2839.251961506301,627.7609523809524,3.5866873894192786
134.699,5.48,265,1.31,2.68,1.08,1011.0628588150088,2981.1628441412063,603.9774045801527,3.951109966373138
93.168,6.59,288,1.24,3.0,1.02,1702.2773208241654,2916.302668188231,623.0322580645161,4.410017657249133
64.702,6.69,244,1.11,2.69,0.69,881.0967177743194,2831.3749866443604,626.3641441441441,3.5491214734739582
