Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar,Printable
12.818,6.93,143,0.73,3.59,0.42,40.394463676601944,2707.224971418376,735.5980821917808,1.8680250290108,True
16.853,6.9,208,1.19,3.6,0.89,68.55314001799951,2714.683045111454,651.253781512605,2.8998549289488316,True
13.168,6.97,228,1.05,2.03,0.63,43.67421594183292,2701.331410619076,609.5209523809524,3.2541796019867695,True
11.593,6.73,106,0.95,3.51,0.83,29.067253673591285,2801.6064404029044,681.801052631579,1.3730694359556976,True
13.398,6.82,147,1.36,3.71,0.58,41.1931074343008,2746.7016223493956,638.6270588235294,1.9258242247906998,True
17.323,6.66,243,1.13,3.5,0.75,61.85871094049494,2855.4738977694856,654.5929203539823,3.530396092922508,True
16.095,6.42,147,1.34,3.55,0.42,44.621000953019724,3074.6069661494566,634.3029850746268,1.9258242247906998,True
14.041,6.93,150,1.05,3.01,0.68,48.47048780998091,2707.224971418376,646.7609523809524,1.969693845669907,True
17.907,6.14,206,1.26,3.63,0.47,43.15883692004658,3271.448115739806,644.924126984127,2.865324975558327,True
12.098,6.37,138,1.4,3.84,0.88,24.20385462745018,3119.144367190434,640.2057142857143,1.7969063497415687,True
17.581,6.2,162,0.73,2.04,0.42,44.03940285429555,3242.705098312484,676.6980821917808,2.149538699151978,True
16.135,5.75,113,0.87,3.88,0.78,22.40610948123559,3212.132034355964,711.3480459770116,1.4609651814712121,True
15.772,6.88,196,1.4,2.94,0.8,59.29849889412559,2721.0670542335247,606.0057142857144,2.6952000000000003,True
17.53,6.5,197,0.64,2.53,0.8,56.355363751282304,3000.0,726.14,2.7120214103846285,True
14.122,6.53,231,0.7,3.57,0.78,37.41451981094538,2971.7675060044453,744.2314285714285,3.3087168315798587,True
16.197,6.48,169,0.62,2.51,0.51,47.376072862255,3018.8371558587937,733.4445161290323,2.2576,True
14.236,6.56,174,0.74,3.75,0.86,38.88035791287291,2943.785605624283,738.7162162162163,2.33617410939159,True
15.783,6.95,126,0.96,3.28,0.45,61.99218419215981,2703.6934978214585,671.3066666666666,1.63147719376044,True
14.762,6.44,217,1.04,3.02,0.84,38.13952077304464,3056.214394375717,648.6061538461538,3.0572876881571225,True
17.751,5.66,148,1.34,2.91,0.89,23.827663702817514,3144.526102230515,609.9829850746269,1.9403981671746184,True
14.414,5.9,100,0.78,2.27,0.66,21.635520785385648,3285.316954888546,671.3882051282051,1.3,True
17.975,6.12,134,0.82,3.11,0.73,42.64535519542909,3278.9329457664753,693.3019512195121,1.7409297159791122,True
13.443,6.33,155,1.23,2.26,0.8,28.898751775798527,3152.7124247251113,595.9613008130082,2.043787550150603,True
17.253,6.74,103,0.85,3.97,0.8,64.81258165566221,2794.635868221393,719.0952941176471,1.3362686649635989,True
13.246,6.32,121,0.8,2.7,0.8,27.819799335420427,3160.748038493699,682.6,1.5648,True
15.489,6.61,233,1.0,2.69,0.7,47.732780594116896,2898.3786239264123,642.22,3.345272514189107,True
17.59,6.23,237,0.91,3.29,0.61,45.31649948059679,3225.0333208891375,680.8441758241759,3.418854898757388,True
16.492,5.75,189,1.03,3.44,0.53,23.408585225447975,3212.132034355964,666.0598058252427,2.5786563352319694,True
10.443,6.62,136,1.23,3.88,0.83,21.854012529524372,2889.5626341945963,657.5213008130082,1.7688151323183374,True
14.305,6.14,153,1.06,3.56,0.48,27.54227368394934,3271.448115739806,666.223396226415,2.014004385726805,True
17.472,5.75,159,0.68,3.52,0.45,26.273247456175987,3212.132034355964,749.0541176470588,2.1039309710832326,True
15.264,6.03,227,1.0,3.56,0.41,28.05441305276879,3298.668589380924,675.28,3.2360798818747964,True
16.591,6.69,150,1.02,3.77,0.48,57.93397124188953,2831.3749866443604,680.1227450980392,1.969693845669907,True
15.18,5.87,161,1.02,2.5,0.5,23.14889587517246,3275.3263877051945,631.8627450980392,2.134288787209898,True
17.752,5.87,148,0.86,2.48,0.53,31.657842694318344,3275.3263877051945,660.286511627907,1.9403981671746184,True
15.712,6.81,127,0.86,2.87,0.46,56.28668126800169,2751.8758277176316,675.1065116279069,1.6449738512298,True
17.397,6.15,176,1.11,2.1,0.45,41.13111221691358,3267.3019572565104,603.9441441441442,2.3679230819281614,True
14.137,6.13,106,0.64,3.37,0.67,26.638482231056436,3275.3263877051945,758.06,1.3730694359556976,True
14.225,6.22,222,1.18,2.69,0.72,29.36751675336792,3231.153972832737,617.8132203389831,3.146180402013438,True
13.86,6.98,129,0.77,2.15,0.72,48.67519831079672,2700.5919814715185,669.4922077922078,1.6721266825731766,True
14.981,6.76,146,0.67,3.42,0.85,49.522473485554,2781.309411773577,748.7659701492537,1.911299769715846,True
13.931,5.92,104,0.62,3.45,0.69,20.688825723892485,3290.5749483385894,769.1645161290323,1.3484768470618396,True
13.395,6.55,162,1.4,3.57,0.68,34.1682492508974,2953.069660487931,629.9457142857143,2.149538699151978,True
15.718,5.91,192,1.39,3.22,0.74,26.031684296223453,3288.088105703083,617.4679136690647,2.6283440323406366,True
14.83,6.76,116,0.75,3.43,0.42,48.52918771964662,2781.309411773577,723.6733333333334,1.4994865882041641,True
13.287,6.02,150,0.99,2.44,0.81,21.033399815070503,3299.4080185284815,634.3361616161617,1.969693845669907,True
11.742,6.29,212,0.72,3.65,0.67,21.301693344462585,3183.872116095893,740.9222222222222,2.969413274443952,True
17.728,6.03,136,1.0,2.78,0.43,37.84286063096831,3298.668589380924,645.64,1.7688151323183374,True
11.045,6.78,187,0.92,3.15,0.79,27.276209351496163,2768.8460271672634,673.6130434782608,2.545749231944131,True
12.975,6.98,215,0.86,3.1,0.87,42.65755919128188,2700.5919814715185,683.8465116279069,3.0220150673618114,True
11.609,6.36,152,0.78,2.13,0.7,22.102399657546826,3127.7337874695213,666.0682051282051,1.999185485522055,True
13.796,6.47,189,1.03,3.8,0.73,34.105593482184574,3028.2324939955547,679.7398058252427,2.5786563352319694,True
16.461,6.54,218,1.35,2.57,0.82,51.21701693059563,2962.4000299307086,596.1785185185184,3.074985141704705,True
16.172,6.1,148,1.18,3.71,0.6,33.84088021332115,3285.316954888546,656.5732203389831,1.9403981671746184,True
17.321,6.08,221,0.88,2.84,0.47,38.045799186445656,3290.5749483385894,669.7381818181818,3.1283209545259116,True
15.465,5.82,115,1.09,3.39,0.58,22.57708662518396,3253.298377650605,655.6089908256881,1.4865900871182518,True
16.263,5.92,220,1.13,2.67,0.56,28.195031285174803,3290.5749483385894,623.0529203539822,3.1105018674576734,True
16.764,6.8,238,0.89,2.12,0.53,63.66227086059741,2757.294901687516,640.3352808988764,3.4373481373511043,True
16.393,6.81,186,0.93,2.33,0.83,61.271650569263684,2751.8758277176316,640.5830107526882,2.5293614365114956,True
14.068,6.64,229,0.64,3.54,0.71,40.22682132943776,2872.2662125304787,764.52,3.2723190581172292,True
16.763,6.43,118,0.67,2.34,0.74,48.79049262544247,3065.442972418963,707.7259701492537,1.5254464783693005,True
15.817,5.79,203,1.06,3.14,0.78,22.71756658128921,3237.046503712707,650.2633962264151,2.8138438322410613,True
16.34,5.92,207,0.65,2.09,0.55,28.462651888824876,3290.5749483385894,705.573846153846,2.882569100781759,True
11.495,6.91,218,0.93,3.56,0.7,32.09024039061373,2711.911894296917,687.3230107526881,3.074985141704705,True
17.988,6.8,210,0.94,3.52,0.9,73.29807675924494,2757.294901687516,683.9727659574468,2.9345512933598257,True
12.923,6.04,234,0.72,3.45,0.82,20.321824979385124,3297.6344103943434,733.3222222222223,3.3636093588337084,True
16.733,6.35,138,0.93,2.47,0.42,45.53723501658287,3136.1971499218644,645.9030107526881,1.7969063497415687,True
17.41,5.91,167,1.01,2.79,0.69,31.93781802194444,3288.088105703083,644.4358415841584,2.2264924905715633,True
17.106,6.79,160,1.34,3.86,0.6,65.85575939750737,2762.953496287293,646.0829850746269,2.1190861620062105,True
14.856,6.46,224,0.72,2.47,0.46,39.24028231513943,3037.5999700692914,696.0822222222223,3.182020014839561,True
11.508,6.56,111,1.21,3.44,0.72,25.407035940844167,2943.785605624283,642.9514049586777,1.4355660532533232,True
16.44,6.93,202,1.05,3.34,0.58,66.44846275028799,2707.224971418376,659.3009523809524,2.7967675372139866,True
17.739,6.0,127,0.91,2.35,0.56,36.69287273933133,3300.0,645.1241758241758,1.6449738512298,True
12.149,6.23,174,0.88,2.74,0.87,21.617513565267103,3225.0333208891375,665.9381818181819,2.33617410939159,True
14.473,5.93,182,0.62,3.52,0.89,22.589516114719753,3292.775028581624,771.8245161290322,2.464251389206585,True
11.155,6.71,246,1.32,3.33,0.41,26.550356325269536,2816.127883904107,627.7521212121212,3.5866873894192786,True
12.673,6.76,166,0.62,3.48,0.51,35.438847500903776,2781.309411773577,770.3045161290322,2.2110083109090968,True
14.175,6.7,188,1.31,3.47,0.58,42.580783047154185,2823.6644243122582,633.9974045801526,2.562180903800634,True
14.685,6.01,177,0.96,2.06,0.9,25.41889753557894,3299.8519681097196,624.9466666666667,2.3838654729040503,True
16.088,5.72,195,1.2,3.26,0.73,21.365650409443944,3191.2271969246067,637.2133333333334,2.678421446827955,True
15.704,6.99,194,0.86,2.13,0.56,62.86164617551969,2700.1480318902804,646.986511627907,2.6616858606189755,True
16.039,6.36,231,0.99,3.91,0.87,42.18950014769721,3127.7337874695213,690.1961616161616,3.3087168315798587,True
17.641,6.87,238,0.67,3.56,0.54,73.72175686837167,2724.6736122948055,754.0859701492536,3.4373481373511043,True
11.921,6.56,118,1.23,2.3,0.52,27.263378405793134,2943.785605624283,597.4813008130081,1.5254464783693005,True
12.588,6.29,201,0.98,2.75,0.41,24.48180558339503,3183.872116095893,647.7653061224489,2.7797334581042583,True
12.85,6.76,188,0.99,3.77,0.68,36.435688075725146,2781.309411773577,684.8761616161617,2.562180903800634,True
15.576,6.5,119,0.95,3.72,0.46,44.492140722089076,3000.0,689.781052631579,1.53850939331332,True
14.481,6.52,169,1.21,2.2,0.66,39.04558332565314,2981.1628441412063,595.8314049586777,2.2576,True
13.092,6.3,199,0.65,2.25,0.49,26.71274124809107,3176.335575687742,711.6538461538462,2.745792367962809,True
13.362,6.01,242,0.89,3.82,0.87,21.045136337152904,3299.8519681097196,704.9352808988764,3.5117092024297434,True
17.05,6.45,188,0.84,3.11,0.6,51.282090584617904,3046.930339512069,688.6561904761904,2.562180903800634,True
15.654,6.4,249,1.39,2.51,0.56,41.53311109597279,3092.705098312484,590.4879136690647,3.6433229805414524,True
17.36,6.38,203,0.86,2.81,0.65,50.250626658726326,3110.4373658054037,672.8265116279069,2.8138438322410613,True
17.054,5.64,157,0.96,2.57,0.65,21.330616935128454,3127.7337874695213,644.3266666666666,2.0737634892193935,True
17.535,6.4,230,1.04,3.1,0.74,52.11411238901458,3092.705098312484,651.6461538461539,3.290498163410971,True
10.693,6.66,118,1.07,2.9,0.74,23.569685547905163,2855.4738977694856,639.7327102803738,1.5254464783693005,True
15.353,6.52,109,0.63,2.48,0.76,43.88956820323,2981.1628441412063,728.208253968254,1.4103947275770001,True
13.766,6.44,246,0.76,2.18,0.64,33.16655472636229,3056.214394375717,673.3663157894737,3.5866873894192786,True
11.528,6.5,223,0.74,2.45,0.78,24.371337321069,3000.0,689.3162162162163,3.1640801189153454,True
16.835,6.59,241,0.68,3.9,0.72,55.58057163140569,2916.302668188231,763.4941176470588,3.493060881438933,True
15.992,6.48,157,0.84,2.43,0.9,46.184415941636146,3018.8371558587937,662.8161904761905,2.0737634892193935,True
12.179,6.85,235,1.01,2.47,0.43,34.69693461316048,2732.6980427434896,632.2758415841585,3.381985426750108,True
17.366,6.4,191,1.3,3.14,0.62,51.11441540897444,3092.705098312484,622.396923076923,2.6117380140538264,True
14.771,6.09,172,1.21,3.07,0.77,27.949513128331645,3288.088105703083,628.8914049586776,2.3046070818879105,True
16.457,6.29,216,0.6,3.65,0.64,41.84381897305684,3183.872116095893,785.3666666666668,3.039630965317599,True
11.033,6.67,112,0.77,3.47,0.83,25.267900159083176,2847.2875752748887,719.6522077922078,1.4482372698855492,True
17.493,6.86,120,1.35,2.7,0.54,72.03504073664402,2728.551884260194,601.1185185185185,1.551627310409919,True
16.956,6.85,161,1.28,3.3,0.73,67.2534646519568,2732.6980427434896,630.4,2.134288787209898,True
11.982,6.21,218,0.74,2.38,0.52,20.645780432073906,3237.0465037127074,686.6562162162162,3.074985141704705,True
10.815,6.55,219,1.0,2.79,0.82,22.273596002798612,2953.069660487931,646.02,3.09272323243342,True
15.828,6.21,185,1.32,2.41,0.61,36.02672271831416,3237.0465037127074,592.7921212121213,2.5130176352928455,True
12.97,6.83,133,1.33,2.48,0.67,38.85193279205528,2741.777391898817,594.5407518796992,1.7270646600729729,True
13.251,6.25,115,1.24,2.19,0.77,26.18566081987651,3212.132034355964,592.2522580645161,1.4865900871182518,True
14.327,5.97,240,1.39,2.04,0.63,23.16007542383905,3298.668589380924,572.6279136690647,3.474451209887296,True
16.547,6.92,227,1.16,2.51,0.58,66.90567866223532,2709.4250516614106,613.3110344827586,3.2360798818747964,True
11.373,6.47,104,0.86,3.0,0.82,23.17764560915587,3028.2324939955547,680.046511627907,1.3484768470618396,True
14.447,6.95,117,0.78,2.07,0.84,51.9413425473164,2703.6934978214585,663.788205128205,1.5124387981502883,True
15.596,6.45,247,1.0,3.07,0.54,42.90850742694369,3046.930339512069,656.66,3.605527768351138,True
13.296,6.83,229,1.23,2.71,0.5,40.82955903558064,2741.777391898817,613.0613008130082,3.2723190581172292,True
15.326,6.48,109,0.95,2.57,0.51,42.41774100284082,3018.8371558587937,646.0810526315789,1.4103947275770001,True
14.197,6.43,163,0.7,3.49,0.84,34.996521355044706,3065.442972418963,741.1914285714286,2.164835751658403,True
12.704,6.1,192,0.82,3.58,0.56,20.883109010161867,3285.316954888546,711.1619512195122,2.6283440323406366,True
17.255,6.25,139,0.82,3.97,0.84,44.40134823050479,3212.132034355964,725.9819512195122,1.8110286648277376,True
14.699,5.96,243,1.12,3.82,0.5,24.10786734897735,3297.6344103943434,668.0171428571427,3.530396092922508,True
10.683,6.65,224,1.22,3.19,0.84,23.361328213813948,2863.8028500781356,632.3675409836065,3.182020014839561,True
13.598,6.67,160,1.39,3.79,0.5,38.38238784077858,2847.2875752748887,639.1279136690647,2.1190861620062105,True
16.051,6.7,213,1.38,2.31,0.86,54.59736688034057,2823.6644243122582,583.7220289855072,2.986906126093223,True
16.353,6.61,143,1.33,2.09,0.56,53.20651921250683,2898.3786239264123,579.7207518796993,1.8680250290108,True
13.957,5.98,242,0.95,3.07,0.52,22.223814010984178,3299.4080185284815,665.0810526315789,3.5117092024297434,True
17.158,5.76,194,0.73,3.95,0.64,25.684656223290244,3218.690588226423,749.2780821917809,2.6616858606189755,True
12.141,6.66,160,1.07,3.42,0.58,30.385303111512666,2855.4738977694856,659.4927102803739,2.1190861620062105,True
13.285,5.98,106,0.61,2.61,0.5,20.135274486376698,3299.4080185284815,741.4750819672131,1.3730694359556976,True
17.17,6.01,129,0.6,2.08,0.76,34.74956713466853,3299.8519681097196,725.7066666666667,1.6721266825731766,True
16.872,6.38,189,0.98,2.47,0.81,47.46518455551027,3110.4373658054037,637.125306122449,2.5786563352319694,True
12.565,6.91,205,1.26,3.44,0.61,38.34246281736271,2711.911894296917,637.704126984127,2.848122654377322,True
11.427,6.55,191,1.14,3.1,0.48,24.86576044661961,2953.069660487931,638.1508771929825,2.6117380140538264,True
11.915,6.57,192,1.35,2.05,0.44,27.437287055490987,2934.557027581037,576.4185185185185,2.6283440323406366,True
13.344,6.25,233,0.96,2.82,0.77,26.55451029811877,3212.132034355964,653.8266666666666,3.345272514189107,True
12.01,6.68,211,0.82,3.5,0.8,30.149425858169742,2839.251961506301,708.1219512195122,2.9519616310211707,True
12.565,6.52,150,0.7,3.91,0.81,29.396782163427957,2981.1628441412063,757.1514285714286,1.969693845669907,True
12.369,6.92,209,1.27,2.0,0.7,37.38467638524634,2709.4250516614106,581.9842519685039,2.9171823596907207,True
13.535,6.89,121,1.3,2.42,0.64,43.94348734915963,2717.7357693137324,595.036923076923,1.5648,True
15.972,6.06,234,0.72,3.29,0.46,31.694809006034028,3294.686175218607,727.2422222222222,3.3636093588337084,True
16.054,6.08,206,1.02,3.83,0.7,32.68340572119265,3290.5749483385894,682.4027450980392,2.865324975558327,True
12.656,6.22,223,0.62,3.55,0.46,23.246394697024453,3231.153972832737,772.9645161290323,3.1640801189153454,True
15.956,7.0,123,0.92,2.84,0.44,65.28078492954086,2700.0,661.8330434782608,1.5913087922306866,True
11.216,6.95,140,1.23,3.17,0.5,31.306450213783375,2703.6934978214585,630.5413008130081,1.8252018714143141,True
11.043,6.93,150,1.04,3.08,0.79,29.98164490262549,2707.224971418376,650.8861538461539,1.969693845669907,True
16.462,6.98,213,1.34,3.72,0.57,68.66674541966266,2700.5919814715185,640.7629850746268,2.986906126093223,True
10.506,6.7,193,0.8,3.37,0.8,23.3906505915705,2823.6644243122582,708.06,2.64499335197105,True
16.87,6.01,124,1.32,2.92,0.69,33.54586338088351,3299.8519681097196,612.1721212121212,1.6046444495854764,True
15.07,6.93,203,1.01,3.27,0.89,55.83516661656142,2707.224971418376,662.6758415841584,2.8138438322410613,True
12.026,6.89,142,1.15,2.03,0.82,34.691285915865954,2717.7357693137324,596.2704347826087,1.8537002326955552,True
14.442,6.37,158,1.38,2.22,0.58,34.49149801408979,3119.144367190434,580.3020289855073,2.0888233633730344,True
14.221,6.6,153,1.23,2.18,0.55,39.94867292333148,2907.2949016875164,592.9213008130082,2.014004385726805,True
11.866,6.44,153,1.23,3.24,0.67,24.642996639335713,3056.214394375717,633.2013008130082,2.014004385726805,True
16.915,6.24,174,1.2,3.99,0.48,42.28662956685177,3218.690588226423,664.9533333333334,2.33617410939159,True
12.981,6.45,178,0.79,2.29,0.75,29.725779685026183,3046.930339512069,669.5516455696202,2.39985296273159,True
14.348,5.94,157,1.16,3.13,0.54,22.456748234612096,3294.686175218607,636.8710344827587,2.0737634892193935,True
16.321,6.1,206,0.66,3.72,0.87,34.46733576785883,3285.316954888546,763.7842424242424,2.865324975558327,True
11.742,6.41,238,0.96,2.2,0.77,23.558390606882963,3083.697331811769,630.2666666666667,3.4373481373511043,True
15.416,6.37,201,1.09,2.29,0.79,39.300744607809,3119.144367190434,613.808990825688,2.7797334581042583,True
16.426,6.03,153,1.14,2.98,0.66,32.48838396229899,3298.668589380924,633.5908771929825,2.014004385726805,True
14.495,5.93,129,1.4,2.74,0.51,22.658243685933577,3292.775028581624,598.4057142857143,1.6721266825731766,True
15.927,5.8,164,1.15,3.41,0.7,23.337578267999998,3242.705098312484,648.7104347826088,2.1801797999023798,True
15.295,6.72,157,1.1,2.99,0.79,50.2548970098972,2808.7728030753933,639.0745454545454,2.0737634892193935,True
12.358,6.49,172,0.66,3.8,0.64,27.79309584519001,3009.4232277234382,766.8242424242424,2.3046070818879105,True
15.963,6.69,162,0.89,3.6,0.89,53.63116117874911,2831.3749866443604,696.5752808988764,2.149538699151978,True
12.422,6.4,114,0.85,3.35,0.56,26.153321623109967,3092.705098312484,695.535294117647,1.4737495365852555,True
16.544,5.77,212,1.3,3.47,0.71,24.203162948874795,3225.0333208891375,634.9369230769231,2.969413274443952,True
17.439,5.69,178,0.68,3.57,0.68,24.045731387387807,3168.6250133556396,750.9541176470588,2.39985296273159,True
14.361,6.63,247,1.03,2.18,0.77,41.623980401144124,2880.855632809566,618.1798058252427,3.605527768351138,True
15.292,6.93,156,0.84,2.37,0.42,57.492327457196176,2707.224971418376,660.5361904761905,2.0587515004002404,True
17.226,5.92,155,1.13,2.93,0.87,31.63298260867218,3290.5749483385894,632.9329203539824,2.043787550150603,True
10.788,6.65,155,1.04,3.27,0.5,23.822807960187937,2863.8028500781356,658.1061538461538,2.043787550150603,True
11.857,6.4,108,1.34,3.27,0.44,23.828321138596145,3092.705098312484,623.6629850746268,1.397895138643706,True
15.671,6.93,121,0.63,3.34,0.57,60.37744528616647,2707.224971418376,760.8882539682539,1.5648,True
16.59,6.62,176,0.98,3.43,0.75,55.15354141583566,2889.5626341945963,673.6053061224491,2.3679230819281614,True
13.321,6.43,127,1.03,3.15,0.42,30.81096989746697,3065.442972418963,655.0398058252426,1.6449738512298,True
12.33,6.84,162,1.25,3.49,0.59,35.337286548457136,2737.107995986841,640.62,2.149538699151978,True
16.178,6.85,224,0.82,3.62,0.49,61.22340912061211,2732.6980427434896,712.6819512195121,3.182020014839561,True
10.604,6.6,205,0.61,3.46,0.57,22.211685833780354,2907.2949016875164,773.775081967213,2.848122654377322,True
16.621,6.96,247,1.28,2.97,0.62,69.16589528605931,2702.3655896056566,617.86,3.605527768351138,True
13.421,6.61,197,0.7,2.56,0.77,35.837666807816944,2898.3786239264123,705.8514285714285,2.7120214103846285,True
16.458,6.01,221,0.92,3.25,0.62,31.92735378952698,3299.8519681097196,677.4130434782609,3.1283209545259116,True
13.677,6.7,179,0.99,2.03,0.72,39.641419947199616,2823.6644243122582,618.7561616161615,2.415885424549182,True
11.789,6.72,205,0.81,3.15,0.64,29.856119480175717,2808.7728030753933,697.2308641975309,2.848122654377322,True
17.468,6.23,105,1.01,3.28,0.48,44.69007078550939,3225.0333208891375,663.0558415841584,1.3607438643406065,True
12.757,6.86,119,1.21,3.58,0.63,38.310015251543064,2728.551884260194,648.2714049586776,1.53850939331332,True
14.505,6.78,196,1.38,2.01,0.72,47.042245166544866,2768.8460271672634,572.3220289855072,2.6952000000000003,True
17.55,5.91,105,0.94,3.53,0.54,32.453529929764144,3288.088105703083,684.3527659574468,1.3607438643406065,True
11.905,6.83,113,0.84,3.77,0.59,32.73342702353584,2741.777391898817,713.7361904761905,1.4609651814712121,True
17.508,5.78,230,0.61,2.37,0.6,27.469755987937347,3231.153972832737,732.3550819672131,3.290498163410971,True
14.561,6.33,184,0.64,2.81,0.55,33.90541708201651,3152.7124247251113,736.78,2.496717947032079,True
16.895,6.99,233,1.34,3.76,0.63,72.75813676587158,2700.1480318902804,642.2829850746268,3.345272514189107,True
17.957,6.8,107,0.68,3.38,0.77,73.04565487545642,2757.294901687516,743.7341176470588,1.385453285046704,True
13.263,6.51,168,1.03,2.21,0.55,32.506208009136934,2990.5767722765618,619.3198058252427,2.242023099732033,True
14.463,6.11,143,1.21,2.03,0.9,27.337404828054332,3282.2642306862676,589.3714049586777,1.8680250290108,True
17.994,6.17,214,0.67,2.48,0.8,44.85181239569683,3258.222608101183,713.0459701492537,3.0044400891217182,True
12.295,6.32,139,1.21,2.18,0.71,23.96853874399559,3160.748038493699,595.0714049586777,1.8110286648277376,True
16.343,6.77,202,1.36,2.93,0.53,59.327695999373745,2774.9666791108625,608.9870588235294,2.7967675372139866,True
17.246,6.58,145,1.18,3.01,0.62,57.90427040657737,2925.3930338505434,629.9732203389831,1.8968249711399063,True
17.801,6.25,201,0.77,3.86,0.83,47.255790297938546,3212.132034355964,734.4722077922079,2.7797334581042583,True
17.05,6.4,193,0.85,3.0,0.71,49.271135538259955,3092.705098312484,682.2352941176471,2.64499335197105,True
12.626,6.69,167,0.95,2.73,0.6,33.55210272266598,2831.3749866443604,652.161052631579,2.2264924905715633,True
16.96,6.57,179,1.39,2.78,0.5,55.59103622896565,2934.557027581037,600.7479136690647,2.415885424549182,True
15.089,6.5,234,0.66,3.18,0.7,41.75344769927689,3000.0,743.2642424242424,3.3636093588337084,True
12.298,6.49,154,0.66,3.65,0.75,27.523871446835248,3009.4232277234382,761.1242424242424,2.028871793186074,True
13.627,6.56,141,1.07,2.46,0.82,35.6249946127357,2943.785605624283,623.0127102803739,1.8394257874178772,True
17.914,6.61,229,1.2,3.14,0.57,63.849149176032206,2898.3786239264123,632.6533333333333,3.2723190581172292,True
10.438,6.64,169,0.79,3.88,0.8,22.14550469564568,2872.2662125304787,729.9716455696203,2.2576,True
12.527,6.49,159,1.06,2.69,0.8,28.558454315654828,3009.4232277234382,633.1633962264151,2.1039309710832326,True
15.834,6.77,175,1.38,3.97,0.75,55.68974157330849,2774.9666791108625,646.8020289855073,2.3520259177452134,True
16.998,6.3,190,1.28,2.38,0.6,45.030017311647505,3176.335575687742,595.44,2.595175410317714,True
16.441,6.87,187,1.13,2.15,0.6,64.0332780391935,2724.6736122948055,603.2929203539823,2.545749231944131,True
16.805,6.98,181,1.23,3.43,0.58,71.55801793150762,2700.5919814715185,640.4213008130082,2.448084762016273,True
14.404,5.87,116,0.62,3.48,0.47,20.842651345309577,3275.3263877051945,770.3045161290322,1.4994865882041641,True
16.607,6.19,172,1.07,3.36,0.44,38.93045136401098,3248.1241722823684,657.2127102803738,2.3046070818879105,True
12.428,6.55,155,1.39,3.56,0.57,29.413030941332067,2953.069660487931,630.3879136690647,2.043787550150603,True
13.188,6.47,226,1.36,2.94,0.45,31.165716572065936,3028.2324939955547,609.3670588235294,3.218019985209822,True
12.535,6.94,152,1.27,2.11,0.63,38.86640835122523,2705.313824781393,586.164251968504,1.999185485522055,True
12.285,6.16,245,1.4,3.28,0.64,20.708027347952992,3262.892004013159,618.9257142857143,3.5678852651297115,True
17.693,6.38,147,1.09,3.29,0.64,52.196934206061414,3110.4373658054037,651.808990825688,1.9258242247906998,True
12.503,6.78,236,0.78,2.39,0.53,34.952724756872605,2768.8460271672634,675.9482051282051,3.4004006343951865,True
10.784,6.75,153,1.14,2.51,0.48,25.491335006596668,2787.867965644036,615.7308771929825,2.014004385726805,True
14.215,6.96,100,1.29,2.97,0.51,50.5907865882316,2702.3655896056566,616.891007751938,1.3,True
10.884,6.66,172,1.33,3.71,0.7,24.419216259245715,2855.4738977694856,641.2807518796992,2.3046070818879105,True
16.398,6.64,147,1.36,2.02,0.78,54.65536027471776,2872.2662125304787,574.4070588235294,1.9258242247906998,True
15.916,6.97,142,0.63,3.01,0.56,63.804798620789285,2701.331410619076,748.348253968254,1.8537002326955552,True
12.532,6.63,110,0.88,3.23,0.66,31.69677057715969,2880.855632809566,684.5581818181818,1.4229517863897334,True
16.192,6.24,124,1.21,3.01,0.83,38.74896058944072,3218.690588226423,626.6114049586777,1.6046444495854764,True
10.417,6.92,139,0.89,2.59,0.51,26.516107734235757,2709.4250516614106,658.1952808988764,1.8110286648277376,True
13.817,5.98,205,0.85,3.48,0.69,21.780204443982488,3299.4080185284815,700.4752941176471,2.848122654377322,True
13.858,6.91,138,0.64,2.43,0.7,46.63974134317867,2711.911894296917,722.34,1.7969063497415687,True
17.802,5.89,121,1.32,3.97,0.74,32.6121828055484,3282.2642306862676,652.0721212121213,1.5648,True
17.726,6.8,118,0.82,3.08,0.47,71.17841479244306,2757.294901687516,692.1619512195123,1.5254464783693005,True
11.722,6.35,113,0.66,2.38,0.76,22.34716672094349,3136.1971499218644,712.8642424242424,1.4609651814712121,True
16.489,6.24,208,1.1,2.33,0.69,40.18349461387656,3218.690588226423,613.9945454545455,2.8998549289488316,True
11.578,6.41,142,0.66,3.72,0.64,22.904908259637157,3083.697331811769,763.7842424242424,1.8537002326955552,True
11.708,6.66,154,0.66,3.2,0.46,28.256611617551936,2855.4738977694856,744.0242424242424,2.028871793186074,True
15.409,6.76,111,1.1,2.23,0.54,52.39256132909993,2781.309411773577,610.1945454545455,1.4355660532533232,True
13.24,6.29,207,1.07,3.77,0.55,27.08357227675631,3183.872116095893,672.7927102803739,2.882569100781759,True
17.452,6.78,182,0.63,2.89,0.52,68.09935261400518,2768.8460271672634,743.7882539682539,2.464251389206585,True
17.348,6.76,245,1.04,3.06,0.67,66.40786944701824,2781.309411773577,650.1261538461538,3.5678852651297115,True
17.233,6.08,235,1.19,2.35,0.5,37.66019495682529,3290.5749483385894,603.7537815126051,3.381985426750108,True
11.252,6.81,188,0.83,2.88,0.86,28.867033019152423,2751.8758277176316,682.2110843373493,2.562180903800634,True
