Throat_mm,MR,Channels,Width_mm,Height_mm,Wall_mm,Thrust_kN,Tc_K,Wall_Tmax_K,DeltaP_bar,Printable
14.507,6.22,214,1.19,2.97,0.84,30.543436385752997,3231.153972832737,627.313781512605,3.0044400891217182,True
16.915,6.73,140,0.79,3.58,0.51,61.88085893867826,2801.6064404029044,718.5716455696202,1.8252018714143141,True
14.648,6.23,161,1.07,2.5,0.45,31.425437938343627,3225.0333208891375,624.5327102803739,2.134288787209898,True
17.925,6.96,241,1.16,2.25,0.87,80.44443995513537,2702.3655896056566,603.4310344827586,3.493060881438933,True
16.054,6.19,101,0.77,3.44,0.48,36.380912264715406,3248.1241722823684,718.5122077922078,1.312029950186568,True
13.538,6.45,187,1.27,3.85,0.63,32.331508966469954,3046.930339512069,652.2842519685039,2.545749231944131,True
15.659,5.89,147,1.28,2.07,0.89,25.23308338658503,3282.2642306862676,583.66,1.9258242247906998,True
11.831,6.6,111,1.34,2.37,0.79,27.649354242188064,2907.2949016875164,589.4629850746269,1.4355660532533232,True
17.425,6.4,202,0.78,3.93,0.88,51.46232205757288,3092.705098312484,734.4682051282051,2.7967675372139866,True
12.735,6.72,211,1.36,3.15,0.71,34.83993397119141,2808.7728030753933,617.3470588235294,2.9519616310211707,True
17.965,6.19,198,0.62,3.38,0.65,45.55767066350618,3248.1241722823684,766.5045161290323,2.728885569068094,True
17.849,5.92,156,1.02,2.64,0.84,33.962451865264164,3290.5749483385894,637.1827450980393,2.0587515004002404,True
16.435,5.94,121,1.23,2.47,0.83,29.46480362048728,3294.686175218607,603.9413008130082,1.5648,True
14.745,5.88,235,1.02,3.53,0.69,22.106921202510645,3278.9329457664753,671.0027450980392,3.381985426750108,True
13.638,6.13,164,1.16,2.13,0.66,24.791130576716736,3275.3263877051945,598.8710344827587,2.1801797999023798,True
15.42,6.98,128,1.08,2.43,0.82,60.249024066824326,2700.5919814715185,620.4881481481482,1.6585237502960395,True
14.003,6.73,143,0.61,3.45,0.88,42.40865575660298,2801.6064404029044,773.3950819672132,1.8680250290108,True
15.577,6.36,180,0.76,2.69,0.57,39.793986200981806,3127.7337874695213,692.7463157894737,2.4319627325598185,True
15.189,6.1,173,0.98,3.13,0.4,29.85193927862392,3285.316954888546,662.205306122449,2.320367787014481,True
11.25,6.63,115,0.62,2.83,0.74,25.543434382011878,2880.855632809566,745.6045161290323,1.4865900871182518,True
11.435,6.66,168,0.94,2.21,0.67,26.954233900065933,2855.4738977694856,634.1927659574468,2.242023099732033,True
15.641,6.28,141,0.77,3.7,0.52,37.467704761306116,3191.2271969246067,728.3922077922078,1.8394257874178772,True
13.641,6.8,209,1.36,3.36,0.78,42.15210229922661,2757.294901687516,625.3270588235295,2.9171823596907207,True
15.342,6.26,140,0.6,2.91,0.79,35.41689604136203,3205.364131778607,757.2466666666667,1.8252018714143141,True
16.699,6.48,149,1.31,3.38,0.83,50.35827243542541,3018.8371558587937,630.5774045801527,1.9550214293954575,True
11.358,6.67,105,1.19,2.35,0.88,26.77846289463139,2847.2875752748887,603.7537815126051,1.3607438643406065,True
16.233,6.55,116,0.98,3.24,0.43,50.18048655276182,2953.069660487931,666.385306122449,1.4994865882041641,True
14.878,6.23,204,1.39,3.86,0.41,32.420057800082034,3225.0333208891375,641.7879136690648,2.8309622390763862,True
16.705,6.02,243,0.7,2.75,0.43,33.246701728725895,3299.4080185284815,713.0714285714286,3.530396092922508,True
17.687,6.47,189,0.97,2.43,0.47,56.05670823062242,3028.2324939955547,637.2884536082474,2.5786563352319694,True
14.287,6.09,180,1.24,3.63,0.88,26.147883431642164,3288.088105703083,646.9722580645162,2.4319627325598185,True
13.908,6.91,214,1.33,2.0,0.56,46.9769031270001,2711.911894296917,576.3007518796992,3.0044400891217182,True
12.216,6.23,152,1.4,2.21,0.42,21.85660603298077,3225.0333208891375,578.2657142857144,1.999185485522055,True
17.37,6.45,148,1.05,2.77,0.82,53.22511294780781,3046.930339512069,637.6409523809524,1.9403981671746184,True
14.666,6.44,103,1.3,2.26,0.48,37.64507711567224,3056.214394375717,588.9569230769231,1.3362686649635989,True
14.743,6.63,117,0.94,2.45,0.8,43.867812149450735,2880.855632809566,643.3127659574468,1.5124387981502883,True
12.839,6.71,135,1.18,3.01,0.7,35.171719625554836,2816.127883904107,629.9732203389831,1.7548466041712032,True
13.387,6.37,129,0.96,2.79,0.63,29.636294532575516,3119.144367190434,652.6866666666667,1.6721266825731766,True
17.048,6.11,181,1.15,2.96,0.53,37.9828357174341,3282.2642306862676,631.6104347826088,2.448084762016273,True
17.063,5.81,248,0.92,2.55,0.58,27.134160829207183,3248.1241722823684,650.8130434782609,3.624406324407887,True
15.272,5.78,168,0.63,2.76,0.9,20.901312402996414,3231.153972832737,738.848253968254,2.242023099732033,True
11.69,6.62,224,0.93,3.64,0.65,27.384805080137454,2889.5626341945963,690.3630107526881,3.182020014839561,True
16.904,5.82,153,1.04,3.86,0.68,26.974103447775292,3253.298377650605,680.5261538461539,2.014004385726805,True
15.899,6.71,178,0.97,3.35,0.65,53.93501743442442,2816.127883904107,672.2484536082475,2.39985296273159,True
12.292,6.92,241,0.87,3.68,0.53,36.92066797220147,2709.4250516614106,703.7480459770115,3.493060881438933,True
16.421,6.38,248,0.95,3.8,0.52,44.96154667989047,3110.4373658054037,692.8210526315789,3.624406324407887,True
17.978,5.73,219,0.97,2.94,0.7,27.058169478391278,3198.3935595970956,656.6684536082474,3.09272323243342,True
10.24,6.88,124,0.71,3.97,0.49,24.99597468031428,2721.0670542335247,756.2121126760563,1.6046444495854764,True
17.179,6.33,208,0.74,3.94,0.68,47.19352822819705,3152.7124247251113,745.9362162162163,2.8998549289488316,True
14.981,6.69,194,1.28,3.01,0.75,47.23563747413093,2831.3749866443604,619.38,2.6616858606189755,True
17.787,6.53,152,0.73,3.08,0.5,59.35443449262993,2971.7675060044453,716.2180821917808,1.999185485522055,True
16.779,5.96,169,0.93,2.75,0.58,31.413430165101826,3297.6344103943434,656.5430107526881,2.2576,True
10.536,6.56,232,1.26,2.07,0.8,21.29638156515326,2943.785605624283,585.644126984127,3.326974976896683,True
17.803,6.79,181,0.99,3.71,0.57,71.33180445638764,2762.953496287293,682.5961616161617,2.448084762016273,True
16.536,6.45,203,0.6,3.88,0.87,48.23673255945907,3046.930339512069,794.1066666666668,2.8138438322410613,True
16.82,5.93,174,0.81,2.05,0.9,30.50997043489233,3292.775028581624,655.4308641975308,2.33617410939159,True
13.753,6.98,211,1.21,3.71,0.56,47.92654863712591,2700.5919814715185,653.2114049586777,2.9519616310211707,True
10.808,6.7,190,0.67,2.83,0.79,24.75472924598093,2823.6644243122582,726.3459701492537,2.595175410317714,True
17.785,6.6,111,0.71,2.16,0.73,62.481266339295196,2907.2949016875164,687.4321126760564,1.4355660532533232,True
16.074,6.42,246,0.81,2.78,0.67,44.50463814264896,3074.6069661494566,683.1708641975308,3.5866873894192786,True
17.742,6.05,236,0.64,3.74,0.49,38.70579517589917,3296.3065021785415,772.12,3.4004006343951865,True
13.518,6.03,181,0.89,3.48,0.71,22.003377837106527,3298.668589380924,692.0152808988764,2.448084762016273,True
16.386,6.31,186,0.91,2.08,0.81,42.20887333671005,3168.6250133556396,634.8641758241758,2.5293614365114956,True
12.61,6.82,187,1.06,3.73,0.5,36.49007708189498,2746.7016223493956,672.6833962264151,2.545749231944131,True
11.037,6.8,103,1.14,3.19,0.77,27.594905224717515,2757.294901687516,641.5708771929825,1.3362686649635989,True
12.843,6.31,127,1.3,3.08,0.57,25.929301876639684,3168.6250133556396,620.1169230769231,1.6449738512298,True
15.392,6.07,115,1.29,2.82,0.66,29.738754380855383,3292.775028581624,611.191007751938,1.4865900871182518,True
12.741,6.49,165,0.71,3.2,0.87,29.542522486277537,3009.4232277234382,726.9521126760563,2.195570700383797,True
16.917,6.49,203,0.83,2.17,0.9,52.081950680867955,3009.4232277234382,655.2310843373493,2.8138438322410613,True
11.239,6.34,102,1.38,2.01,0.83,20.371363903805886,3144.526102230515,572.3220289855072,1.3241196029703455,True
14.507,6.62,226,1.18,3.1,0.48,42.17313186448038,2889.5626341945963,633.393220338983,3.218019985209822,True
16.43,5.98,190,0.93,3.74,0.42,30.79708159823532,3299.4080185284815,694.1630107526881,2.595175410317714,True
14.992,6.61,133,1.37,2.12,0.72,44.718695047995574,2898.3786239264123,577.3483211678832,1.7270646600729729,True
12.189,6.84,179,0.93,2.91,0.6,34.5337069331846,2737.107995986841,662.6230107526882,2.415885424549182,True
13.903,6.79,182,1.17,2.36,0.81,43.502465593514025,2762.953496287293,606.4321367521368,2.464251389206585,True
10.658,6.84,128,0.76,3.26,0.86,26.403316203409855,2737.107995986841,714.4063157894736,1.6585237502960395,True
13.677,6.82,230,1.16,2.38,0.62,42.926581210955874,2746.7016223493956,608.3710344827587,3.290498163410971,True
10.456,6.6,161,0.94,2.36,0.76,21.595995739702623,2907.2949016875164,639.8927659574468,2.134288787209898,True
14.594,6.03,187,1.1,2.61,0.75,25.64561723416395,3298.668589380924,624.6345454545454,2.545749231944131,True
16.898,5.91,142,1.09,2.13,0.72,30.086960185163445,3288.088105703083,607.728990825688,1.8537002326955552,True
12.511,6.75,172,1.13,2.62,0.4,34.30969602213775,2787.867965644036,621.1529203539824,2.3046070818879105,True
14.304,6.14,104,0.62,3.13,0.66,27.538423098698875,3271.448115739806,757.0045161290323,1.3484768470618396,True
16.721,6.76,155,1.03,3.84,0.7,61.69432456021283,2781.309411773577,681.2598058252427,2.043787550150603,True
12.972,6.15,178,0.93,3.5,0.69,22.86839085726794,3267.3019572565104,685.0430107526881,2.39985296273159,True
13.915,6.32,233,1.33,3.85,0.45,30.700886283267476,3160.748038493699,646.6007518796991,3.345272514189107,True
15.933,6.59,214,0.75,2.99,0.61,49.78423980140294,2916.302668188231,706.9533333333334,3.0044400891217182,True
13.941,6.5,170,0.85,2.39,0.47,35.64177133016998,3000.0,659.055294117647,2.27322305421512,True
13.865,6.88,191,1.32,3.53,0.43,45.82578472794113,2721.0670542335247,635.3521212121212,2.6117380140538264,True
16.706,5.8,234,0.86,2.25,0.56,25.676320112,3242.705098312484,651.546511627907,3.3636093588337084,True
16.878,6.1,164,0.63,3.26,0.83,36.86006955873801,3285.316954888546,757.848253968254,2.1801797999023798,True
16.1,5.79,216,0.65,3.96,0.6,23.5377709524296,3237.046503712707,776.6338461538462,3.039630965317599,True
17.612,6.31,247,0.83,3.33,0.68,48.76129290393578,3168.6250133556396,699.3110843373495,3.605527768351138,True
14.542,6.42,182,1.08,3.12,0.59,36.42550880467069,3074.6069661494566,646.7081481481482,2.464251389206585,True
14.635,6.32,213,1.27,3.19,0.68,33.96017700769348,3160.748038493699,627.204251968504,2.986906126093223,True
14.421,6.69,130,0.99,2.72,0.48,43.770239852246505,2831.3749866443604,644.9761616161616,1.6857824421031036,True
12.977,6.49,165,1.26,3.87,0.55,30.647083570898932,3009.4232277234382,654.0441269841269,2.195570700383797,True
14.567,6.93,182,1.35,3.01,0.44,52.170085955569256,2707.224971418376,612.8985185185185,2.464251389206585,True
12.229,6.6,131,0.89,2.8,0.76,29.54091710571732,2907.2949016875164,666.1752808988764,1.6994908253088057,True
16.606,6.57,144,1.04,3.64,0.68,53.29459187734976,2934.557027581037,672.1661538461537,1.8824,True
12.286,6.37,148,0.63,2.9,0.75,24.961943591495146,3119.144367190434,744.168253968254,1.9403981671746184,True
17.417,6.36,186,1.2,3.15,0.6,49.750392210719504,3127.7337874695213,633.0333333333333,2.5293614365114956,True
17.759,6.11,245,1.26,3.09,0.55,41.217108944047766,3282.2642306862676,624.404126984127,3.5678852651297115,True
14.57,6.13,174,1.33,3.15,0.65,28.29528444513422,3275.3263877051945,620.0007518796992,2.33617410939159,True
11.144,6.47,222,1.04,3.41,0.45,22.25365990904086,3028.2324939955547,663.4261538461539,3.146180402013438,True
16.382,5.71,151,1.3,2.55,0.77,21.841148946667143,3183.872116095893,599.9769230769231,1.9844152518752967,True
12.939,6.74,247,0.92,3.11,0.75,36.45285113127369,2794.635868221393,672.0930434782608,3.605527768351138,True
14.454,6.09,187,1.09,3.18,0.82,26.76273855552067,3288.088105703083,647.6289908256881,2.545749231944131,True
16.761,6.41,183,0.9,2.86,0.87,48.00221948224982,3083.697331811769,666.4577777777778,2.4804624914398152,True
16.367,7.0,205,0.67,2.08,0.55,68.68714690760099,2700.0,697.8459701492537,2.848122654377322,True
15.382,5.86,198,0.94,2.55,0.75,23.480701427058698,3271.448115739806,647.1127659574468,2.728885569068094,True
11.764,6.69,120,0.98,3.84,0.75,29.12716422394444,2831.3749866443604,689.185306122449,1.551627310409919,True
11.746,6.61,105,1.26,2.56,0.66,27.450481564324964,2898.3786239264123,604.264126984127,1.3607438643406065,True
16.993,6.46,152,0.93,3.99,0.86,51.34148861496376,3037.5999700692914,703.6630107526881,1.999185485522055,True
16.965,6.75,195,0.67,2.16,0.43,63.0870979586024,2787.867965644036,700.8859701492538,2.678421446827955,True
16.341,6.77,212,0.69,2.11,0.43,59.31317625004013,2774.9666791108625,692.0640579710146,2.969413274443952,True
16.002,5.86,142,0.61,2.65,0.69,25.411715490864733,3271.448115739806,742.9950819672131,1.8537002326955552,True
13.667,6.96,145,1.23,2.88,0.72,46.76533962505959,2702.3655896056566,619.5213008130081,1.8968249711399063,True
12.81,6.36,131,0.79,2.73,0.64,26.9121295475086,3127.7337874695213,686.2716455696202,1.6994908253088057,True
17.366,6.13,119,1.1,3.83,0.48,40.19708442476206,3275.3263877051945,670.9945454545455,1.53850939331332,True
12.332,6.67,110,0.65,3.25,0.73,31.568136656933344,2847.2875752748887,749.6538461538462,1.4229517863897334,True
11.66,6.51,206,1.09,2.08,0.72,25.12348438514758,2990.5767722765618,605.8289908256882,2.865324975558327,True
17.267,5.86,109,0.65,2.74,0.86,29.58824663958471,3271.448115739806,730.2738461538461,1.4103947275770001,True
13.745,6.79,107,0.78,3.85,0.61,42.519320458651926,2762.953496287293,731.428205128205,1.385453285046704,True
11.236,6.88,102,0.95,3.54,0.64,30.094949843063496,2721.0670542335247,682.9410526315789,1.3241196029703455,True
13.898,6.62,152,0.8,3.29,0.66,38.706619784335444,2889.5626341945963,705.02,1.999185485522055,True
13.44,6.64,143,0.71,2.03,0.79,36.7155074217136,2872.2662125304787,682.4921126760563,1.8680250290108,True
16.62,6.55,191,0.77,2.62,0.54,52.601645432314434,2953.069660487931,687.3522077922078,2.6117380140538264,True
14.085,6.97,105,1.13,3.92,0.75,49.968830375170086,2701.331410619076,670.5529203539824,1.3607438643406065,True
17.285,5.75,177,0.92,3.44,0.56,25.713860410598063,3212.132034355964,684.6330434782609,2.3838654729040503,True
14.409,6.39,164,0.95,2.26,0.68,34.903724470620794,3101.6213760735877,634.301052631579,2.1801797999023798,True
13.505,6.64,163,1.23,2.01,0.41,37.07150130981679,2872.2662125304787,586.4613008130082,2.164835751658403,True
16.713,6.09,113,0.71,3.49,0.79,35.78189006707673,3288.088105703083,737.9721126760563,1.4609651814712121,True
11.9,6.23,112,0.6,2.69,0.67,20.740470244467783,3225.0333208891375,748.8866666666668,1.4482372698855492,True
10.893,6.64,105,0.74,2.27,0.41,24.118261770795158,2872.2662125304787,682.4762162162162,1.3607438643406065,True
14.867,6.82,220,1.33,2.81,0.54,50.72140679132666,2746.7016223493956,607.0807518796992,3.1105018674576734,True
12.248,6.63,193,1.33,3.04,0.84,30.276425448609785,2880.855632809566,615.8207518796992,2.64499335197105,True
13.038,6.17,152,1.24,3.17,0.7,23.547592851479603,3258.222608101183,629.4922580645161,1.999185485522055,True
16.412,6.83,145,0.96,3.81,0.77,62.209354243001066,2741.777391898817,691.4466666666667,1.8968249711399063,True
16.006,6.64,231,0.86,3.19,0.51,52.073482448126605,2872.2662125304787,687.266511627907,3.3087168315798587,True
11.895,6.52,177,0.6,3.98,0.67,26.34533352950737,2981.1628441412063,797.9066666666668,2.3838654729040503,True
15.419,6.52,163,1.06,2.94,0.55,44.26772722654912,2981.1628441412063,642.6633962264151,2.164835751658403,True
14.526,6.58,244,1.29,2.74,0.83,41.07957198846463,2925.3930338505434,608.151007751938,3.5491214734739582,True
17.433,6.86,217,0.78,3.7,0.88,71.54173596778683,2728.551884260194,725.7282051282051,3.0572876881571225,True
10.153,6.81,106,0.8,2.89,0.81,23.50344234990837,2751.8758277176316,689.8199999999999,1.3730694359556976,True
14.198,6.36,135,0.89,2.79,0.62,33.06009893379461,3127.7337874695213,665.7952808988764,1.7548466041712032,True
16.202,6.06,241,1.07,3.97,0.51,32.61420462403558,3294.686175218607,680.3927102803739,3.493060881438933,True
17.692,6.7,124,0.64,2.61,0.68,66.33173697764637,2823.6644243122582,729.1800000000001,1.6046444495854764,True
15.343,6.42,214,0.97,2.49,0.5,40.54879160567052,3074.6069661494566,639.5684536082474,3.0044400891217182,True
17.466,6.24,193,1.07,3.14,0.42,45.08644349884067,3218.690588226423,648.8527102803738,2.64499335197105,True
17.079,5.86,227,1.31,3.07,0.62,28.9474511192317,3271.448115739806,618.7974045801526,3.2360798818747964,True
15.913,5.84,184,1.33,3.68,0.86,24.515191720774585,3262.892004013159,640.1407518796993,2.496717947032079,True
12.253,6.18,114,1.09,2.87,0.44,20.994982002783257,3253.298377650605,635.8489908256881,1.4737495365852555,True
17.707,6.1,150,0.99,3.76,0.5,40.56992080356065,3285.316954888546,684.4961616161615,1.969693845669907,True
15.728,6.89,238,1.01,2.72,0.9,59.33692008372891,2717.7357693137324,641.7758415841585,3.4373481373511043,True
14.982,6.71,174,0.76,2.58,0.83,47.892861965089125,2816.127883904107,688.5663157894737,2.33617410939159,True
12.495,6.76,227,1.23,2.9,0.49,34.450318470921836,2781.309411773577,620.2813008130081,3.2360798818747964,True
10.632,6.52,195,1.19,2.35,0.85,21.047704808579915,2981.1628441412063,603.7537815126051,2.678421446827955,True
12.088,6.48,202,1.16,3.1,0.51,26.387533413801506,3018.8371558587937,635.7310344827587,2.7967675372139866,True
17.484,6.54,208,0.97,3.33,0.87,57.7807860574858,2962.4000299307086,671.4884536082475,2.8998549289488316,True
12.98,6.84,144,1.1,2.21,0.64,39.16123955773329,2737.107995986841,609.4345454545455,1.8824,True
10.739,6.45,170,0.69,3.17,0.63,20.34438845174914,3046.930339512069,732.3440579710145,2.27322305421512,True
11.204,6.52,224,0.68,2.94,0.8,23.373352488972262,2981.1628441412063,727.0141176470588,3.182020014839561,True
17.745,6.57,197,0.96,2.28,0.42,60.85623509511056,2934.557027581037,633.3066666666666,2.7120214103846285,True
13.574,6.85,190,0.81,3.48,0.71,43.10062187782506,2732.6980427434896,709.7708641975308,2.595175410317714,True
16.009,6.5,138,1.21,2.86,0.56,47.00021389417703,3000.0,620.9114049586777,1.7969063497415687,True
16.031,5.68,126,0.68,3.24,0.52,20.023340348012123,3160.748038493699,738.4141176470588,1.63147719376044,True
14.623,5.86,139,1.13,2.45,0.9,21.220636794205117,3271.448115739806,614.6929203539823,1.8110286648277376,True
17.235,5.81,222,1.09,3.5,0.55,27.683958450058544,3248.1241722823684,659.7889908256881,3.146180402013438,True
16.539,6.43,130,1.17,3.04,0.59,47.49525322218359,3065.442972418963,632.2721367521367,1.6857824421031036,True
